id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at
2212,Not Required,true,0101000020E61000002A91442FA33654C0950ED6FF39C04040,2020-01-10T19:32:35.007964,01 FEB 2020 - 11 APR 2020,"300 College Street N.E.
Room 423, Belcher Hall
Orangeburg, SC 29115
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,12458,English,2,SC State University VITA,2020-07-19T00:00:09.250799
2213,Required,true,0101000020E61000005C74B2D47A2C54C06E5166834CF04040,2020-01-10T19:32:35.016118,01 FEB 2020 - 11 APR 2020,"624 Main Street
Eastover, SC 29044
803-535-2281
Volunteer Prepared Taxes",,25650,English,2,Eastover Town Hall VITA,2020-07-19T00:00:09.250799
2187,Required,true,0101000020E6100000C4EC65DB69C453C0EF5701BEDB004440,2020-01-10T19:32:34.80425,31 JAN 2022 - 14 APR 2022,"535 East Main Street
Somerset, PA 15501
814-445-9628
Volunteer Prepared Taxes",,1996,English,1080,"Community Action Somerset/Tableland Services, Inc.",2022-01-23T00:00:59.536909
2224,Required,true,0101000020E6100000B8B1D991EA9B53C054E3A59BC42A4440,2020-01-10T19:32:35.101555,03 FEB 2020 - 09 APR 2020,"15229 Dunnings Highway
East Freedom, PA 16637
814-946-1235
Volunteer Prepared Taxes",,3488,English,2,BSS Southern Blair Senior Center,2020-07-19T00:00:09.250799
2235,Required,true,0101000020E6100000441669E21D9053C048DDCEBEF2544440,2020-01-10T19:32:35.190246,03 FEB 2020 - 09 APR 2020,"505 Third Street
Tyrone, PA 16686
814-946-1235
Volunteer Prepared Taxes",,12429,English,2,BSS Northern Blair Senior Center,2020-07-19T00:00:09.250799
2240,Not Required,true,0101000020E61000004777103B539D53C024253D0CADD64340,2020-01-10T19:32:35.233535,25 JAN 2020 - 11 APR 2020,"121514 National Pike
Flintstone, MD 21530
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,14809,English,2,Mobile Site Flintstone,2020-07-19T00:00:09.250799
2246,Not Required,true,0101000020E6100000CA349A5C8C4754C03D4679E6E50A4040,2020-01-10T19:32:35.280193,04 FEB 2020 - 31 MAR 2020,"1410 Richards Street
Savannah, GA 31415
Volunteer Prepared Taxes","TUE 10:00AM-2:00PM
THU 10:00AM-2:00PM",3637,English,2,Moses Jackson Ctr,2020-07-19T00:00:09.250799
2188,Not Required,true,0101000020E61000002FE065868D0E54C0DD94F25A09094240,2020-01-10T19:32:34.811987,23 JAN 2017 - 17 APR 2017,"508 Waughtown Street
Winston-Salem, NC 27107
Volunteer Prepared Taxes","MON 9:00PM-12:00PM
WED 8:00AM-4:00PM
FRI 11:00AM-3:00PM
SAT 9:00AM-1:00PM",4001,"English,Spanish",1078,Career Connections and Prosperity Center,2022-01-09T00:00:47.989319
2251,Required,true,0101000020E6100000AEB8382A374654C060C9552C7E074040,2020-01-10T19:32:35.319115,28 JAN 2020 - 18 APR 2020,"1812 Abercorn Street
Savannah, GA 31401
912-447-5577
Volunteer Prepared Taxes",,3623,English,2,NIA Mobile 1 VITA,2020-07-19T00:00:09.250799
2253,Required,false,0101000020E610000064213A048ED553C0FC523F6F2A344240,2020-01-10T19:32:35.334542,14 FEB 2022 - 18 APR 2022,"649 Firetower Road
Yanceyville, NC 27379
336-694-7447
Volunteer Prepared Taxes",,1877,English,1088,Caswell County Senior Center2,2022-03-20T00:01:05.816757
3121,Required,true,0101000020E6100000CDB051D66F925EC08813984EEBC04240,2020-02-25T16:46:44.31327,22 FEB 2021 - 09 APR 2021,"1400 Alameda de las Pulgas
Room T-10
No services at location - online only
Belmont, CA 94002
650-239-5949
Volunteer Prepared Taxes",,27788,English,39,Carlmont High School VITA,2021-04-18T00:00:14.573214
2262,Required,false,0101000020E6100000410B09185DA053C09D4830D5CC704340,2020-01-10T19:32:35.411017,07 FEB 2022 - 15 APR 2022,"135 South Main St
Woodstock, VA 22664
540-459-6437
Volunteer Prepared Taxes",,24704,"English,Spanish",1088,People Inc Woodstock VITA,2022-03-20T00:01:05.890682
2273,Required,false,0101000020E61000005DDDB1D8267054C06954E0641B383E40,2020-01-10T19:32:35.495909,31 JAN 2022 - 18 APR 2022,"7750 S Tempest Street
Jacksonville, FL 32244
904-390-3284
Volunteer Prepared Taxes",,25377,English,1088,RealSense @ Westside Family Resource Ctr.,2022-03-20T00:01:06.02761
2259,Required,true,0101000020E6100000350873BB976653C04ACE893DB4934540,2020-01-10T19:32:35.387811,24 JAN 2022 - 15 APR 2022,"161 Chestnut Street
Volunteer Prepared and Self-Prep
Rochester, NY 14604
585-327-4036
Volunteer Prepared Taxes",,17834,English,1080,SUNY Rochester EOC,2022-01-23T00:00:59.536909
2287,Required,false,0101000020E6100000A585CB2A6C7153C07920B24813634440,2020-01-10T19:32:35.604955,01 FEB 2022 - 12 APR 2022,"420 Holmes Street
Bellefonte, PA 16823
814-355-6816
Volunteer Prepared Taxes",,24984,English,1088,RSVPCC Boalsburg Calvary Baptist Church,2022-03-20T00:01:06.087957
2264,Required,true,0101000020E610000066DB696B446A53C05E143DF0312C4540,2020-01-10T19:32:35.426352,31 JAN 2020 - 15 APR 2020,"7477 Seneca Road
Hornell, NY 14843
800-346-2211
Volunteer Prepared Taxes",,17170,English,2,Arbor Housing and Development-Seneca Manor,2020-07-19T00:00:09.250799
2290,Required,false,0101000020E610000074232C2AE2EB53C079B29B19FD4E4140,2020-01-10T19:32:35.632532,01 FEB 2022 - 08 APR 2022,"106 West Market Street
Bennettsville, SC 29512
843-454-2188
Volunteer Prepared Taxes",,10297,English,1088,CDC Of Marlboro County VITA,2022-03-20T00:01:06.182315
2310,Required,true,0101000020E61000007923F3C81F5353C03E25E7C41E2E4540,2020-01-10T19:32:35.792871,03 FEB 2020 - 15 APR 2020,"1 Arc Way
Bath, NY 14810
800-346-2211
Volunteer Prepared Taxes",,26939,English,2,The ARC of Steuben,2020-07-19T00:00:09.250799
2256,Required,true,0101000020E6100000F296AB1F9B8654C0D6E253008CF73D40,2020-01-10T19:32:35.364297,02 FEB 2017 - 18 APR 2017,"2266 N. Temple Avenue
Same day off-site preparation offered
Starke, FL 32091
904-966-6299
Volunteer Prepared Taxes",,23578,English,1078,"VITA, IFAS / UF Bradford Virtual Intake Site",2022-01-09T00:00:47.989319
2267,Required,true,0101000020E610000084BBB376DB6D54C0A0E238F06A6D3E40,2020-01-10T19:32:35.449403,17 JAN 2017 - 18 APR 2017,"4501 Capper Road
Room A168
Jacksonville, FL 32218
904-713-4560
Volunteer Prepared Taxes",,11942,English,1078,RealSense @ FSCJ North,2022-01-09T00:00:47.989319
2268,Required,true,0101000020E61000007F85CC95416D54C0029D499BAA633E40,2020-01-10T19:32:35.457184,01 FEB 2017 - 05 APR 2017,"3701 Winton Drive
Jacksonville, FL 32208
904-924-3092
Volunteer Prepared Taxes",,23385,English,1078,RealSense @ Ribault High School AofF,2022-01-09T00:00:47.989319
2272,Required,true,0101000020E61000009CDCEF50146E54C0BB4560AC6F4C3E40,2020-01-10T19:32:35.488157,23 JAN 2017 - 18 APR 2017,"3939 Roosevelt Blvd
Room F-118
Jacksonville, FL 32205
904-381-3661
Volunteer Prepared Taxes",,8628,English,1078,RealSense @ FSCJ Kent,2022-01-09T00:00:47.989319
2263,Required,true,0101000020E6100000AF25E4839E6E54C08E3A3AAE462A3E40,2020-01-10T19:32:35.418631,23 JAN 2017 - 14 APR 2017,"1543 Kingsley Ave
Orange Park, FL 32073
904-592-4838
Volunteer Prepared Taxes",,23709,English,1078,RealSense @ NEFCAA Clay County,2022-01-09T00:00:47.989319
2311,Not Required,true,0101000020E610000006836BEEE8C353C01E17D522A2F44140,2020-01-10T19:32:35.800552,01 FEB 2017 - 29 MAR 2017,"160 Ridge Road
UNC Law VITA Program
Chapel Hill, NC 27599
Volunteer Prepared Taxes","TUE 6:00PM-9:00PM
WED 6:00PM-9:00PM
SAT 9:00AM-12:00PM",961,English,1078,Carolina Law VITA,2022-01-09T00:00:47.989319
2329,Not Required,false,0101000020E6100000B8770DFAD2BA53C00553CDACA5FE4140,2020-01-10T19:32:35.94873,05 FEB 2022 - 09 APR 2022,"1309 Halley Street
Durham, NC 27707
Volunteer Prepared Taxes",SAT 8:30AM-1:00PM,4046,"English,Spanish",1088,Lyon Park Community and Family Center,2022-03-20T00:01:06.657542
3122,Not Required,true,0101000020E6100000AC6F6072A3905EC0363E93FDF30C4340,2020-02-25T16:46:44.343721,01 FEB 2020 - 04 APR 2020,"505 Santa Clara Street
Vallejo, CA 94590
Volunteer Prepared Taxes",SAT 10:00AM-1:00PM,23493,"English,Spanish",2,John F Kennedy Library,2020-07-19T00:00:09.250799
2344,Required,false,0101000020E6100000D6E07D552EA454C07958A835CDFF3B40,2020-01-10T19:32:36.077575,01 FEB 2022 - 14 APR 2022,"7601 Jackson Springs Road
Tampa, FL 33615
833-897-8482
Volunteer Prepared Taxes",,19140,English,1088,Town and Country Baptist Church of Tampa,2022-03-20T00:01:06.78462
2348,Required,false,0101000020E61000004FCDE50643AC54C0AC39403047C33B40,2020-01-10T19:32:36.109421,24 JAN 2022 - 13 APR 2022,"691 43rd St S
Saint Petersburg, FL 33711
833-897-8482
Volunteer Prepared Taxes",,7484,English,1088,Childs Park YMCA,2022-03-20T00:01:06.823027
2355,Required,false,0101000020E6100000F853E3A59BA954C06E162F1686C03B40,2020-01-10T19:32:36.165586,24 JAN 2022 - 18 APR 2022,"1111 18Th Ave S
Saint Petersburg, FL 33705
833-897-8482
Volunteer Prepared Taxes",,7372,"English,Spanish",1088,Enoch Davis Center,2022-03-20T00:01:06.901315
2363,Required,false,0101000020E6100000B4942C27A19C54C00BED9C6681063C40,2020-01-10T19:32:36.236207,26 JAN 2022 - 13 APR 2022,"8412 N 12th Street
Tampa, FL 33604
833-897-8482
Volunteer Prepared Taxes",,18224,"English,Spanish",1088,Sulphur Springs Resource Center,2022-03-20T00:01:06.989633
2356,Required,true,0101000020E61000007E01BD70E74353C0AEBB79AA43144540,2020-01-10T19:32:36.175303,01 FEB 2020 - 15 APR 2020,"26 Bridge Street
Corning, NY 14830
800-346-2211
Volunteer Prepared Taxes",,21658,English,2,Arbor Housing and Development,2020-07-19T00:00:09.250799
2357,Not Required,true,0101000020E610000002D369DD06A254C09F0436E7E0F13B40,2020-01-10T19:32:36.186599,27 JAN 2020 - 10 APR 2020,"5201 W KENNEDY BLVD
STE 600
Tampa, FL 33609
Volunteer Prepared Taxes","MON 10:00AM-2:00PM
FRI 10:00AM-2:00PM",15758,"English,Sign Language",2,United Way Suncoast - Virtual,2020-07-19T00:00:09.250799
2361,Required,true,0101000020E61000003FAC376A854353C07A8B87F71C124540,2020-01-10T19:32:36.21966,03 FEB 2020 - 15 APR 2020,"1 East First Street
Volunteer Prepared and Self-Prep
Corning, NY 14830
800-346-2211
Volunteer Prepared Taxes",,3585,English,2,First Presbyterian Church Corning,2020-07-19T00:00:09.250799
2379,Required,false,0101000020E610000076DF313CF6BD63C02BFC19DEAC5D3540,2020-01-10T19:32:36.372227,01 FEB 2022 - 01 APR 2022,"99-102 Kalaloa Street
Aiea, HI 96701
808-488-6834
Volunteer Prepared Taxes",,12387,English,1088,HCAP Central District Center,2022-03-20T00:01:07.180549
3123,Not Required,true,0101000020E61000000E130D52F08D5EC03ED00A0C590D4340,2020-02-25T16:46:44.362142,07 FEB 2020 - 03 APR 2020,"1003 Oakwood Ave
Vallejo, CA 94591
Volunteer Prepared Taxes",FRI 3:00PM-5:00PM,28181,English,2,Springstowne Library,2020-07-19T00:00:09.250799
2391,Not Required,false,0101000020E61000009B20EA3E00B453C069AD68739CB54140,2020-01-10T19:32:36.470221,09 FEB 2022 - 06 APR 2022,"455 McKiney Pkwy.
Lillington, NC 27546
Volunteer Prepared Taxes",WED 11:00AM-5:30PM,3158,English,1088,Campbell U School of Business,2022-03-20T00:01:07.276386
2401,Not Required,false,0101000020E610000053B3075A817254C0A725564623D33C40,2020-01-10T19:32:36.55164,12 FEB 2022 - 13 APR 2022,"32644 Blossom Lane
Appointment Only
Leesburg, FL 34788
352-787-7530
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
TUE 9:00AM-2:00PM
WED 9:00AM-2:00PM
THU 9:00AM-2:00PM
FRI 9:00AM-2:00PM",9503,"English,Spanish",1088,United Way of Lake and Sumter Counties,2022-03-20T00:01:07.409983
2400,Not Required,false,0101000020E6100000E84CDA54DD9354C0A9F57EA31DE33B40,2020-01-10T19:32:36.543698,03 FEB 2022 - 14 APR 2022,"6437 Watson Road
Riverview, FL 33578
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
THU 9:00AM-2:00PM
SAT 9:00AM-2:00PM",5630,English,1088,AF MacDill Family Center,2022-03-20T00:01:07.442428
2410,Required,false,0101000020E6100000F20C1AFA272A53C0C765DCD440454540,2020-01-10T19:32:36.628254,02 FEB 2022 - 13 APR 2022,"74 East Main Street
Trumansburg, NY 14886
607-216-7622
Volunteer Prepared Taxes",,26549,English,1088,Ulysses Philomathic Library,2022-03-20T00:01:07.569657
2411,Required,false,0101000020E610000089EAAD81AD7853C0A376BF0AF0D74240,2020-01-10T19:32:36.637643,07 FEB 2022 - 13 APR 2022,"2999 River Road West
Goochland, VA 23063
804-556-0605
Volunteer Prepared Taxes",,15525,English,1088,Goochland Cares VITA,2022-03-20T00:01:07.582661
2387,Required,true,0101000020E6100000C8D2872EA83753C0BAD7497D59304540,2020-01-10T19:32:36.43799,29 JAN 2020 - 15 APR 2020,"906 North Decatur Street
Watkins Glen, NY 14891
800-346-2211
Volunteer Prepared Taxes",,8006,English,2,Catholic Charities - WGS Apartments,2020-07-19T00:00:09.250799
2415,Required,false,0101000020E61000009C16BCE82BA254C0295AB917985D3B40,2020-01-10T19:32:36.671919,24 JAN 2022 - 11 APR 2022,"1845 34th Street
Sarasota, FL 34234
833-897-8482
Volunteer Prepared Taxes",,18152,English,1088,Robert Taylor Rec Center,2022-03-20T00:01:07.62042
2392,Required,true,0101000020E6100000070951BEA0A753C0AA66D65240EE4140,2020-01-10T19:32:36.480055,08 FEB 2020 - 04 APR 2020,"Parish Center Meeting Rooms
5815 Falls of Neuse Rd
for appointments (919) 865-5700 Ext 303
Raleigh, NC 27609
919-865-5700
Volunteer Prepared Taxes",,944,"Spanish,English",2,St Raphael Catholic School,2020-07-19T00:00:09.250799
2395,Required,true,0101000020E6100000BDE0D39CBCA753C016DC0F7860E44140,2020-01-10T19:32:36.503826,01 FEB 2020 - 11 APR 2020,"1315 Oakwood Av
Cheshire Building, Room 108
Raleigh, NC 27610
919-669-5900
Volunteer Prepared Taxes",,25119,English,2,NABA RTP Chapter,2020-07-19T00:00:09.250799
2397,Required,true,0101000020E6100000DF8AC404353453C0CAC2D7D7BA0C4540,2020-01-10T19:32:36.519782,27 JAN 2020 - 15 APR 2020,"921 College Ave
Volunteer Prepared and Self-Prep
Elmira, NY 14901
800-346-2211
Volunteer Prepared Taxes",,2437,English,2,North Presbyterian Church,2020-07-19T00:00:09.250799
2413,Required,false,0101000020E610000049DA8D3EE6AA53C037E15E99B7B44140,2020-01-10T19:32:36.654173,01 FEB 2022 - 12 APR 2022,"214 East Park St
PO Box 366
Coats, NC 27521
910-897-4616
Volunteer Prepared Taxes",,14284,English,1088,Coats Senior Center,2022-03-20T00:01:07.608899
2424,Required,false,0101000020E6100000E20511A9695953C0B3295778977B4340,2020-01-10T19:32:36.753519,29 JAN 2022 - 16 APR 2022,"1086 Elden St
Herndon, VA 20170
703-533-5320
Volunteer Prepared Taxes",,5761,"English,Spanish",1088,Herndon Neighborhood Resource Center,2022-03-20T00:01:07.776917
2434,Required,false,0101000020E6100000BB641C23D95F53C0740D33349E2E4340,2020-01-10T19:32:36.875163,28 FEB 2022 - 15 APR 2022,"806 Lyons Blvd
Volunteer Prepared and Self-Prep
Fredericksburg, VA 22406
540-373-0041
Volunteer Prepared Taxes",,14812,"English,Spanish",1088,Howell Library Branch,2022-03-20T00:01:07.913604
2437,Required,false,0101000020E61000002F34D769A45C53C0D57ABFD18E3B4340,2020-01-10T19:32:36.899171,28 FEB 2022 - 15 APR 2022,"2001 Parkway Blvd
Volunteer Prepared and Self-Prep
Stafford, VA 22554
540-373-0041
Volunteer Prepared Taxes",,14811,"English,Spanish",1088,Porter Library Branch,2022-03-20T00:01:07.93594
2444,Required,false,0101000020E6100000D122DBF97E5D53C0007157AF22274340,2020-01-10T19:32:36.964532,28 FEB 2022 - 13 APR 2022,"1201 Caroline St
Volunteer Prepared and Self-Prep
Fredericksburg, VA 22401
540-373-0041
Volunteer Prepared Taxes",,606,"English,Spanish",1088,Fredericksburg Library Branch,2022-03-20T00:01:08.033945
2449,Required,false,0101000020E6100000C47B0E2C475353C0F8A57EDE54544340,2020-01-10T19:32:37.010217,31 JAN 2022 - 11 APR 2022,"13370 Minnieville Rd
Woodbridge, VA 22193
703-533-5702
Volunteer Prepared Taxes",,23257,English,1088,Prince William Virginia Career Works,2022-03-20T00:01:08.119945
2450,Not Required,true,0101000020E6100000EAB298D87C5354C0A7CEA3E2FF0E3D40,2020-01-10T19:32:37.020327,04 FEB 2020 - 14 APR 2020,"1600 North Woodland Blvd
Deland, FL 32720
Volunteer Prepared Taxes",TUE 10:00AM-3:00PM,26205,English,2,CFWF@ Goodwill Job Center (Deland),2020-07-19T00:00:09.250799
2456,Not Required,true,0101000020E6100000DAA84E07B25053C032772D211F564340,2020-01-10T19:32:37.075731,04 FEB 2020 - 15 APR 2020,"1455 Old Bridge Road
Suite 203
Woodbridge, VA 22192
571-421-2211
Volunteer Prepared Taxes","TUE 10:00AM-3:00PM
WED 10:00AM-3:00PM
THU 10:00AM-3:00PM",26860,"English,Spanish,Farsi",2,CASA of Woodbridge,2020-07-19T00:00:09.250799
2414,Not Required,true,0101000020E61000004D874ECFBB5D54C03B53E8BCC63E3D40,2020-01-10T19:32:36.662666,04 FEB 2017 - 15 APR 2017,"592 Volusia Avenue
Pierson, FL 32180
Volunteer Prepared Taxes",SAT 11:00AM-2:00PM,4397,"English,Spanish",1078,CFWF @ Mid-Florida Community Services,2022-01-09T00:00:47.989319
2467,Not Required,true,0101000020E610000011AAD4EC814553C0849F38807E8B4340,2020-01-10T19:32:37.174558,06 FEB 2020 - 09 APR 2020,"14225 Clayton St
Rockville, MD 20853
Volunteer Prepared Taxes",THU 2:00PM-6:00PM,8057,"English,Spanish",2,Wheaton Library VITA,2020-07-19T00:00:09.250799
2470,Required,true,0101000020E6100000F46A80D2500953C0B534B74258834540,2020-01-10T19:32:37.198479,29 JAN 2020 - 17 APR 2020,"2111 S. Salina Street
Syracuse, NY 13205
315-446-3326
Volunteer Prepared Taxes",,8806,"English,Mandarin",2,Beauchamp Library,2020-07-19T00:00:09.250799
3125,Not Required,false,0101000020E61000000ED76A0F7B885EC0DE3B6A4C88BB4240,2020-02-25T16:46:44.378994,07 FEB 2022 - 02 APR 2022,"994 Beech Street
East Palo Alto, CA 94303
Volunteer Prepared Taxes","MON 1:00PM-4:00PM
WED 10:00AM-6:00PM",26612,"English,Spanish",1088,EPA SDA Church,2022-03-20T00:00:42.903469
2471,Required,false,0101000020E6100000994869368F4A53C03411363CBD5E4340,2020-01-10T19:32:37.206307,29 JAN 2022 - 16 APR 2022,"6500 Landsdowne Centre
Alexandria, VA 22315
703-533-5702
Volunteer Prepared Taxes",,602,"English,Spanish",1088,Kingstowne Library,2022-03-20T00:01:08.40075
2478,Required,true,0101000020E6100000A1D79FC4E70653C0B3CD8DE909854540,2020-01-10T19:32:37.263556,27 JAN 2020 - 31 DEC 2020,"1308 Meadowbrook Drive
Syracuse, NY 13224
315-446-3326
Volunteer Prepared Taxes",,8811,"English,Mandarin",2,St. Alban's Church,2020-07-19T00:00:09.250799
2488,Required,false,0101000020E61000003F74417DCB3053C02313F06B24FD4340,2020-01-10T19:32:37.345229,07 FEB 2022 - 15 APR 2022,"1529 Rodney Road
Spritrust Lutheran
York, PA 17408
717-848-1808
Volunteer Prepared Taxes",,8585,English,1088,LMIYP - WRCU West York,2022-03-20T00:01:08.555046
2479,Not Required,true,0101000020E61000007BF7C77BD54854C0508D976E12233D40,2020-01-10T19:32:37.271324,03 FEB 2020 - 06 APR 2020,"3747 W International Speedway Blvd
Daytona Beach, FL 32124
Volunteer Prepared Taxes",MON 12:00PM-5:00PM,2803,"English,Spanish",2,CFWF @ Volusia Mobile,2020-07-19T00:00:09.250799
2480,Not Required,true,0101000020E61000008692C9A99D0B53C018EC866D8B4C4540,2020-01-10T19:32:37.279007,16 JAN 2021 - 03 APR 2021,"14 Clayton Ave
Cortland, NY 13045
607-745-2114
Volunteer Prepared Taxes","WED 2:30PM-2:30PM
 1:00PM-1:00PM
THU 3:00PM-3:00PM
FRI 3:00PM-3:00PM",9829,English,39,Cortland Mobile VITA Site,2021-04-18T00:00:14.573214
2489,Required,false,0101000020E61000005DFC6D4F902353C062BEBC00FB644440,2020-01-10T19:32:37.353872,01 FEB 2022 - 04 APR 2022,"2 East Arch Street
Suite 307
Shamokin , PA 17872
570-644-6575
Volunteer Prepared Taxes",,8356,English,1088,"CSO Central Susquehanna Opportunities, Inc.",2022-03-20T00:01:08.566022
2474,Required,false,0101000020E61000005C751DAA295C53C0AF7B2B1213D24240,2020-01-10T19:32:37.230376,02 FEB 2022 - 14 APR 2022,"8508 Franconia Road
Richmond, VA 23227
804-225-7917
Volunteer Prepared Taxes",,6803,English,1088,North Park Library,2022-03-20T00:01:08.587613
2503,Required,false,0101000020E610000066D993C0E65454C0ADDC0BCC0AB53C40,2020-01-10T19:32:37.469187,09 FEB 2022 - 13 APR 2022,"600 N Highway 17-92
Suite 158
Longwood, FL 32750
407-260-9155
Volunteer Prepared Taxes",,25563,"English,Spanish",1088,Christian Sharing Center,2022-03-20T00:01:08.65034
2516,Required,false,0101000020E6100000C172840CE45B53C0AB3FC23060C54240,2020-01-10T19:32:37.575202,01 FEB 2022 - 14 APR 2022,"815 E. Grace Street
Volunteer Prepared and Self-Prep
Richmond, VA 23219
804-505-4906
Volunteer Prepared Taxes",,15372,English,1088,University of Richmond (UR) Downtown,2022-03-20T00:01:08.735573
2490,Required,true,0101000020E6100000130EBDC5C36E54C0A646E867EA053C40,2020-01-10T19:32:37.361735,05 FEB 2020 - 04 APR 2020,"325 Avenue A NW
Winter Haven, FL 33881
863-425-1523
Volunteer Prepared Taxes",,24676,"English,Spanish",2,UWCF-Winter Haven Library,2020-07-19T00:00:09.250799
2458,Required,true,0101000020E6100000282D5C56614D53C07EE5417A8A6A4340,2020-01-10T19:32:37.096948,29 JAN 2022 - 16 APR 2022,"7611 Little River Turnpike
Suite 300 West
Volunteer Prepared
Annandale, VA 22003
703-533-5320
Volunteer Prepared Taxes",,5049,"English,Vietnamese,Chinese,Spanish,Armenian",1083,Virginia Career Works- Fairfax - Annandale,2022-02-13T00:01:08.174456
2529,Required,false,0101000020E61000009DBD33DAAA3F53C0D13B1570CF734340,2020-01-10T19:32:37.690574,15 JAN 2022 - 30 MAY 2022,"800 Florida Avenue NE
Washington, DC 20002
240-250-2375
Volunteer Prepared Taxes",,4307,"English,Sign Language",1088,Gallaudet UniversitySite,2022-03-20T00:01:08.861538
2466,Not Required,true,0101000020E61000004E999B6F444C53C00D51853FC3634340,2020-01-10T19:32:37.165913,28 JAN 2017 - 15 APR 2017,"7250 Commerce Street
Springfield, VA 22150
Volunteer Prepared Taxes",SAT 10:00AM-2:00PM,12816,"English,Cantonese,Mandarin",1078,Richard Byrd Library,2022-01-09T00:00:47.989319
2472,Not Required,true,0101000020E61000005C8FC2F5285E53C026E318C91EDF4240,2020-01-10T19:32:37.214218,07 FEB 2017 - 11 APR 2017,"12304  Washington Highway
Ashland, VA 23005
Volunteer Prepared Taxes",TUE 5:00PM-7:00PM,566,English,1078,Hanover County Dept of Social Services,2022-01-09T00:00:47.989319
2518,Required,false,0101000020E61000007B116DC7D4BD53C0F4A5B73F17CF4040,2020-01-10T19:32:37.590895,02 FEB 2022 - 06 APR 2022,"400 14th Avenue North
Myrtle Beach, SC 29575
843-347-5195
Volunteer Prepared Taxes",,10298,English,1088,Chapin Memorial Library VITA,2022-03-20T00:01:08.533335
2499,Required,false,0101000020E6100000E57CB1F7E25A54C022DE3AFF768D3C40,2020-01-10T19:32:37.4369,07 FEB 2022 - 07 APR 2022,"3500 W. Colonial Dr.
Orlando, FL 32808
Volunteer Prepared Taxes",,25630,"English,Spanish",1088,4C Florida,2022-03-20T00:01:08.620382
2508,Required,true,0101000020E6100000C9737D1F0E5A54C08461C092AB883C40,2020-01-10T19:32:37.510126,04 FEB 2020 - 15 APR 2020,"2043 Jacobs Place
Orlando, FL 32805
407-250-6257
Volunteer Prepared Taxes",,24936,"English,Spanish",2,West Lakes Financial Wellbeing Center,2020-07-19T00:00:09.250799
2520,Required,false,0101000020E61000001A506F46CD3E53C02096CD1C927E4340,2020-01-10T19:32:37.608267,01 FEB 2022 - 15 APR 2022,"8151 15th Ave
Hyattsville, MD 20783
240-491-5705
Volunteer Prepared Taxes",,21660,"English,Spanish",1088,CASA DE MARYLAND Langley Park,2022-03-20T00:01:08.780114
2531,Required,false,0101000020E610000023BBD232525854C0A67C08AA46833C40,2020-01-10T19:32:37.707488,03 FEB 2022 - 14 APR 2022,"150 W Michigan St
Orlando, FL 32806
407-650-0774
Volunteer Prepared Taxes",,23428,English,1088,United Against Poverty Orlando,2022-03-20T00:01:08.915264
2537,Not Required,false,0101000020E61000002FF834272F6854C0F722DA8EA90B3C40,2020-01-10T19:32:37.781411,28 JAN 2022 - 08 APR 2022,"111 N 6th Street
Haines City, FL 33844
Volunteer Prepared Taxes",FRI 10:00AM-3:00PM,22708,"English,Spanish",1088,UWCF-Haines City Library,2022-03-20T00:01:08.986963
2540,Required,false,0101000020E61000007A008BFCFA2953C03D433866D9FD4340,2020-01-10T19:32:37.850795,07 FEB 2022 - 15 APR 2022,"3603 East Market Street
York, PA 17402
717-848-1808
Volunteer Prepared Taxes",,18625,English,1088,LMIYP - WRCU East York,2022-03-20T00:01:09.020963
2549,Required,false,0101000020E6100000DC4AAFCDC62853C0D578E92631F44340,2020-01-10T19:32:37.956552,09 FEB 2022 - 15 APR 2022,"160 Main Street
Spiritrust Lutheran
Dallastown, PA 17313
717-848-1808
Volunteer Prepared Taxes",,5020,English,1088,LMIYP - WRCU Dallastown,2022-03-20T00:01:09.137606
2626,Required,true,0101000020E6100000BFB7E9CF7E7B54C0FD2FD7A205843A40,2020-01-10T19:32:38.577827,01 FEB 2021 - 17 APR 2021,"7273 Concourse Drive
Fort Myers, FL 33908
239-433-3900
Volunteer Prepared Taxes",,24575,"English,Spanish",40,United Way - Mobile Site,2021-04-25T00:00:16.924064
3126,Not Required,true,0101000020E61000007EE36BCF2C7F5EC0D15D126745C44240,2020-02-25T16:46:44.419201,21 FEB 2021 - 04 APR 2021,"39620 Sundale Drive
Fremont, CA 94538
Volunteer Prepared Taxes",SUN 1:00PM-4:00PM,28135,"English,Chinese",39,Forerunner Christian Church- GT307,2021-04-18T00:00:14.573214
2551,Not Required,true,0101000020E61000008A3DB48F150253C09BFEEC478A384540,2020-01-10T19:32:37.973353,03 FEB 2020 - 13 APR 2020,"14 E Main Street
May be prepared offsite; requires return visit
Marathon, NY 13803
Volunteer Prepared Taxes","MON 1:00PM-2:00PM
WED 1:00PM-2:00PM",24487,English,2,NBT Bank,2020-07-19T00:00:09.250799
2546,Required,false,0101000020E610000058207A52263F54C0F5D555815A243D40,2020-01-10T19:32:37.933005,01 FEB 2022 - 12 APR 2022,"4110 S Ridgewood Ave
Port Orange, FL 32127
386-253-0564
Volunteer Prepared Taxes",,2119,English,1088,CFWF @ Grace Episcopal Church,2022-03-20T00:01:09.101859
