,id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at,lat_long,longitude,latitude
1953,1346,Required,False,0101000020E61000007AC7293A92F455C0EE26F8A6E9F94440,2020-01-10T19:32:27.705371,04 FEB 2022 - 08 APR 2022,"7774 W. Irving Park Road
Norridge, IL 60706
708-456-0300
Volunteer Prepared Taxes",,2109,English,1088,Senior Assistance Center of Norridge,2022-03-20T00:00:56.066463,POINT (-87.821425 41.952443),-87.821425,41.952443
1954,1348,Required,False,0101000020E61000005EA27A6B60F455C02670EB6E9EF64440,2020-01-10T19:32:27.721466,01 FEB 2022 - 12 APR 2022,"1 Conti Parkway
Elmwood Park, IL 60707
708-456-0300
Volunteer Prepared Taxes",,770,English,1088,Elmwood Park Senior Center,2022-03-20T00:00:56.08497,POINT (-87.818385 41.92671),-87.818385,41.92671
1958,1350,Not Required,False,0101000020E61000005706D50627F755C0F8A75489B2974440,2020-01-10T19:32:27.737443,01 FEB 2022 - 29 MAR 2022,"One University Ave Weber Center
Bourbonnais, IL 60914
Volunteer Prepared Taxes",TUE 4:00PM-6:00PM,18534,English,1088,ONU Vita Site,2022-03-20T00:00:56.121134,POINT (-87.861757 41.185136),-87.861757,41.185136
1959,3694,Not Required,False,0101000020E610000013EF004F5AF255C0A837A3E6ABFA4440,2020-02-25T16:46:56.551653,29 JAN 2022 - 09 APR 2022,"4300 N. Narragansett Ave.
Chicago, IL 60634
Volunteer Prepared Taxes","MON 10:00AM-4:00PM
FRI 10:00AM-4:00PM
SAT 9:00AM-12:00PM",3794,"English,Spanish",1088,TAP Dunning - Wilbur Wright College,2022-03-20T00:00:56.139197,POINT (-87.786762 41.958371),-87.786762,41.958371
1960,1353,Required,False,0101000020E6100000E065868DB2EE55C086E28E37F9F54540,2020-01-10T19:32:27.761476,08 FEB 2022 - 05 APR 2022,"1290 North Ave
Lakeshore Bldg, Rm L104
Cleveland, WI 53015
920-693-1398
Volunteer Prepared Taxes",,16046,English,1088,Lakeshore Technical College,2022-03-20T00:00:56.157123,POINT (-87.729648 43.921668),-87.729648,43.921668
1961,1355,Required,False,0101000020E610000035F0A31AF6F055C03F55850662F14440,2020-01-10T19:32:27.779162,12 FEB 2022 - 09 APR 2022,"301 North Central Avenue
Chicago, IL 60644
708-622-5973
Volunteer Prepared Taxes",,15521,English,1088,Kingdom Baptist Church,2022-03-20T00:00:56.166052,POINT (-87.765021 41.885804),-87.765021,41.885804
1962,1361,Required,False,0101000020E6100000DB300A82C7C956C004711E4E606E3E40,2020-01-10T19:32:27.828827,18 JAN 2022 - 14 APR 2022,"1900 South Acadian Thruway
Baton Rouge, LA 70808
225-336-8700
Volunteer Prepared Taxes",,1118,"Spanish,English",1088,Catholic Charities BR,2022-03-20T00:00:56.239649,POINT (-91.152802 30.431157),-91.152802,30.431157
1963,1364,Not Required,False,0101000020E6100000BD70E7C2488856C06D01A1F5F03B4040,2020-01-10T19:32:27.857679,25 JAN 2022 - 18 APR 2022,"1888 Main Street
Suite D
Madison, MS 39110
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",25990,"English,Spanish",1088,Southern Bancorp - Madison,2022-03-20T00:00:56.272665,POINT (-90.129441 32.468291),-90.129441,32.468291
1964,1789,Required,False,0101000020E6100000FE7F9C3061C154C01002F22554604540,2020-01-10T19:32:31.477711,29 JAN 2022 - 09 APR 2022,"62324 Van Dyke
Washington, MI 48094
586-336-9956
Volunteer Prepared Taxes",,5586,English,1088,AAS Samaritan House,2022-03-20T00:01:00.050733,POINT (-83.021557 42.752568),-83.021557,42.752568
1965,6972,Required,False,0101000020E61000004DBF44BC75F653C0CA181F662FF34440,2022-01-23T00:00:53.389696,24 JAN 2022 - 12 APR 2022,"9 3rd Avenue
Union City, PA 16438
888-829-5680
Volunteer Prepared Taxes",,29948,English,1088,EFT St Teresa of Avila Church,2022-03-20T00:01:03.482752,POINT (-79.850936 41.899884),-79.850936,41.899884
1966,2804,Not Required,False,0101000020E6100000C2BD326FD58A52C0FAD2DB9F8B5E4440,2020-01-10T19:32:40.043672,29 JAN 2022 - 15 APR 2022,"60 Park Place
Newark, NJ 07102
973-854-2244
Volunteer Prepared Taxes","MON 9:00AM-7:00PM
TUE 9:00AM-7:00PM
WED 9:00AM-7:00PM
THU 9:00AM-7:00PM
FRI 9:00AM-7:00PM
SUN 9:00AM-7:00PM",16144,"English,Spanish",1088,United Way of Greater Newark,2022-03-20T00:01:11.126702,POINT (-74.169277 40.738636),-74.169277,40.738636
1967,7260,Required,False,0101000020E6100000C765DCD4407F52C0A6D3BA0D6A5B4440,2022-02-27T00:01:37.675741,15 FEB 2022 - 15 APR 2022,"197 East Broadway
New York, NY 10002
646-395-4246
Volunteer Prepared Taxes",,31042,English,1088,The Educational Alliance VITA Site at The Family Resource Center,2022-03-20T00:01:11.420865,POINT (-73.988332 40.714174),-73.988332,40.714174
1968,7261,Not Required,False,0101000020E610000031EF71A6097F52C07632384A5E5B4440,2022-02-27T00:01:37.7108,15 FEB 2022 - 15 APR 2022,"269 Henry Street
New York, NY 10002
Volunteer Prepared Taxes",,31378,English,1088,Foodbanknyc Henry Street Settlement,2022-03-20T00:01:11.465869,POINT (-73.984964 40.713815),-73.984964,40.713815
1970,144,Not Required,False,0101000020E610000042AF3F89CF695EC03352EFA99C5A4240,2020-01-10T19:32:17.5416,02 FEB 2022 - 15 APR 2022,"24 EAST ALVIN DRIVE
Salinas, CA 93906
Volunteer Prepared Taxes",TUE 4:30PM-7:30PM,25510,"English,Spanish",1088,CET - Salinas,2022-03-20T00:00:43.455059,POINT (-121.653292 36.707906),-121.653292,36.707906
1971,147,Not Required,False,0101000020E6100000317C444C896A5EC02788BA0F40564240,2020-01-10T19:32:17.564743,03 FEB 2022 - 14 APR 2022,"156 Homstead Ave
Salinas, CA 93901
Volunteer Prepared Taxes",THU 5:30PM-8:30PM,15558,"English,Spanish",1088,Hartnell College,2022-03-20T00:00:43.482674,POINT (-121.66463 36.67383),-121.66463,36.67383
1972,149,Required,False,0101000020E61000007DE71725E8695EC06B47718E3A564240,2020-01-10T19:32:17.580358,01 FEB 2022 - 14 APR 2022,"307 Main Street
Suite 100
Salinas, CA 93901
831-757-3206
Volunteer Prepared Taxes",,26970,"English,Spanish",1088,UWMC Salinas,2022-03-20T00:00:43.501557,POINT (-121.654794 36.673662),-121.654794,36.673662
1973,3343,Not Required,False,0101000020E61000009966BAD7491D5BC0F296AB1F9B684140,2020-02-25T16:46:49.307633,01 FEB 2022 - 15 APR 2022,"1285 BIA Route 125
Suite B3
Pinehill Shopping Center
Pinehill, NM 87357
Volunteer Prepared Taxes","MON 8:00AM-5:30PM
TUE 8:00AM-5:30PM
WED 8:00AM-5:30PM
THU 8:00AM-5:30PM
FRI 8:00AM-5:30PM
SAT 9:00AM-3:00PM",18458,"English,Navajo",1088,THNM/Ramah,2022-03-20T00:00:47.911378,POINT (-108.457632 34.817234),-108.457632,34.817234
1974,3344,Not Required,False,0101000020E610000096B036C64EFA5BC0B187F6B1824B4740,2020-02-25T16:46:49.332906,09 FEB 2022 - 23 MAR 2022,"50 Prickly Pear Ave N
East Helena, MT 59635
Volunteer Prepared Taxes",WED 10:00AM-3:00PM,21153,English,1088,East Helena United Methodist Church,2022-03-20T00:00:47.965244,POINT (-111.911058 46.589926),-111.911058,46.589926
1976,3364,Required,False,0101000020E61000006747AAEFFC7B5AC06C41EF8D21D84140,2020-02-25T16:46:49.58926,01 FEB 2022 - 15 APR 2022,"145 Washington Ave
Santa Fe, NM 87501
505-465-9776
Volunteer Prepared Taxes",,22030,English,1088,THNM/Santa Fe,2022-03-20T00:00:48.27708,POINT (-105.937313 35.688524),-105.937313,35.688524
1982,3386,Required,False,0101000020E6100000C3B81B446B925AC00E4C6E1459CF4640,2020-02-25T16:46:50.062269,24 JAN 2022 - 18 APR 2022,"1000 Tongue River Rd
Ashland, MT 59003
406-784-4522
Volunteer Prepared Taxes",,3006,English,1088,St Labre Youth and Family Services,2022-03-20T00:00:48.854706,POINT (-106.287797 45.619906),-106.287797,45.619906
1983,3392,Not Required,False,0101000020E610000061FA5E43708E5AC00A85083884B23F40,2020-02-25T16:46:50.232794,15 FEB 2022 - 13 APR 2022,"13000 Emerald Pass Avenue
El Paso, TX 79928
Volunteer Prepared Taxes","TUE 5:00PM-7:00PM
THU 5:00PM-7:00PM",26985,"English,Spanish",1088,Eastlake High School,2022-03-20T00:00:49.071969,POINT (-106.225602 31.69733),-106.225602,31.69733
1984,3419,Not Required,False,0101000020E6100000062FFA0AD27B58C0B85A272EC7834140,2020-02-25T16:46:50.717675,24 JAN 2022 - 15 APR 2022,"818 W Grand Ave
Chickasha, OK 73018
Volunteer Prepared Taxes","WED 10:00AM-4:00PM
THU 10:00AM-4:00PM
FRI 10:00AM-4:00PM
SAT 10:00AM-4:00PM",17985,English,1088,Chickasha Goodwill,2022-03-20T00:00:49.660689,POINT (-97.934695 35.029516),-97.934695,35.029516
1986,3439,Not Required,False,0101000020E6100000CD76853E58A658C0AC8E1CE90CE83F40,2020-02-25T16:46:50.98787,01 FEB 2022 - 15 APR 2022,"404 E Cedar Ave
Comanche, TX 76442
Volunteer Prepared Taxes","THU 1:00PM-4:00PM
SAT 1:00PM-4:00PM",25236,English,1088,Comanche Housing Authority,2022-03-20T00:00:50.101367,POINT (-98.599136 31.906447),-98.599136,31.906447
1987,1366,Required,False,0101000020E61000000F971C774A9956C09818CBF44BDC3F40,2020-01-10T19:32:27.875087,29 JAN 2022 - 15 APR 2022,"133 West Gallatin Street
Suite 102
Hazlehurst, MS 39083
601-894-4745
Volunteer Prepared Taxes",,15123,English,1088,AJFC CAA-Hazlehurst,2022-03-20T00:00:56.281647,POINT (-90.39517 31.860534),-90.39517,31.860534
1988,1367,Required,False,0101000020E61000007F86376BF08B56C00397C79A91274040,2020-01-10T19:32:27.886091,05 FEB 2022 - 09 APR 2022,"920 North Blair Street
Jackson, MS 39202
601-355-0224
Volunteer Prepared Taxes",,7109,English,1088,Bethlehem Center Inc,2022-03-20T00:00:56.290709,POINT (-90.186549 32.309131),-90.186549,32.309131
1989,4817,Required,False,0101000020E6100000641EF983818B56C0CCED5EEE93274040,2021-01-31T00:00:24.604363,31 JAN 2022 - 30 APR 2022,"843 N President Street
Volunteer Prepared and Self-Prep
Jackson, MS 39202
601-948-4725
Volunteer Prepared Taxes",,7110,English,1088,United Way Of The Capital Area,2022-03-20T00:00:56.299579,POINT (-90.17978 32.309202),-90.17978,32.309202
1990,3708,Not Required,False,0101000020E61000001FDB32E02CEA55C00E1137A792FB4440,2020-02-25T16:46:56.756163,29 JAN 2022 - 18 APR 2022,"1145  W. Wilson Avenue
Cafeteria
Chicago, IL 60640
Volunteer Prepared Taxes","MON 11:00AM-7:00PM
TUE 11:00AM-7:00PM
WED 11:00AM-7:00PM
THU 11:00AM-7:00PM
SAT 9:00AM-12:00PM",2040,"English,Spanish",1088,TAP Uptown - Truman College,2022-03-20T00:00:56.308478,POINT (-87.658989 41.965413),-87.658989,41.965413
1991,3712,Not Required,False,0101000020E6100000A818E76F42E955C0A167B3EA73E34440,2020-02-25T16:46:56.803602,29 JAN 2022 - 09 APR 2022,"6434 S. Halsted
Chicago, IL 60621
Volunteer Prepared Taxes","WED 10:00AM-4:00PM
SAT 9:00AM-12:00PM",6618,English,1088,TAP Englewood - Kennedy-King College,2022-03-20T00:00:56.344009,POINT (-87.64468 41.776975),-87.64468,41.776975
1992,1370,Not Required,False,0101000020E6100000988A8D791DE855C04EECA17DACF24440,2020-01-10T19:32:27.915129,12 FEB 2022 - 09 APR 2022,"740 N Wabash Ave
Chicago, IL 60611
Volunteer Prepared Taxes",SAT 10:00AM-1:30PM,6303,English,1088,Holy Name Cathedral,2022-03-20T00:00:56.361742,POINT (-87.626799 41.895889),-87.626799,41.895889
1993,7262,Not Required,False,0101000020E6100000286552431B8052C0C408E1D1C64D4440,2022-02-27T00:01:37.779338,14 FEB 2022 - 15 APR 2022,"8501 New Utrecht Avenue
1st Fl
Brooklyn, NY 11214
Volunteer Prepared Taxes",,31381,English,1088,Foodbanknyc We Create Community Inc,2022-03-20T00:01:11.573255,POINT (-74.001664 40.60763),-74.001664,40.60763
1994,7263,Not Required,False,0101000020E610000093516518777C52C045847F1134684440,2022-02-27T00:01:37.788894,14 FEB 2022 - 15 APR 2022,"203 West 133rd Street
New York, NY 10030
Volunteer Prepared Taxes",,31382,English,1088,Foodbanknyc Zeina Lorraine Inc,2022-03-20T00:01:11.582833,POINT (-73.944769 40.814089),-73.944769,40.814089
2000,151,Required,False,0101000020E6100000B7973446EB695EC05038BBB54C564240,2020-01-10T19:32:17.595832,01 FEB 2022 - 31 DEC 2022,"247 MAIN STREET
Salinas, CA 93901
831-655-1334
Volunteer Prepared Taxes",,7816,"English,Spanish",1088,ALLIANCE ON AGING,2022-03-20T00:00:43.492164,POINT (-121.654985 36.674216),-121.654985,36.674216
2001,159,Required,False,0101000020E61000004FE78A5242275EC0D908C4EBFAB14240,2020-01-10T19:32:17.657274,05 FEB 2022 - 16 APR 2022,"7081 N Winton Way
Winton, CA 95388
209-358-6939
Volunteer Prepared Taxes",,26395,"English,Spanish",1088,UWM - LifeLine Winton CDC,2022-03-20T00:00:43.597874,POINT (-120.613423 37.39047),-120.613423,37.39047
2002,3504,Required,False,0101000020E6100000BDC799266CC957C02A5437177F254240,2020-02-25T16:46:52.196528,03 FEB 2022 - 14 APR 2022,"901 Owen Walters Blvd
Salina, OK 74365
918-453-5536
Volunteer Prepared Taxes",,8530,English,1088,CN Salina,2022-03-20T00:00:51.5228,POINT (-95.147226 36.292941),-95.147226,36.292941
2003,3527,Required,False,0101000020E6100000853FC39BB5CF60C049DBF813952D4D40,2020-02-25T16:46:52.606099,03 JAN 2022 - 31 DEC 2022,"5446 Jenkins Drive
Conference Room
Virtual program only during social distancing
Juneau, AK 99801
907-780-6868
Volunteer Prepared Taxes",,27475,English,1088,Tlingit Haida Regional Housing Authority,2022-03-20T00:00:51.890195,POINT (-134.490919 58.356112),-134.490919,58.356112
2004,3553,Required,False,0101000020E610000000C63368E85357C05439ED29399F4240,2020-02-25T16:46:53.231335,07 FEB 2022 - 12 APR 2022,"2535 N Kansas Expressway
Springfield, MO 65803
417-720-2000
Volunteer Prepared Taxes",,27557,English,1088,ATLS-CPO-Library Station-VITA,2022-03-20T00:00:52.527734,POINT (-93.31106 37.243932),-93.31106,37.243932
2005,3579,Not Required,False,0101000020E6100000CA1649BBD1D657C0368FC360FEE63D40,2020-02-25T16:46:53.900109,19 JAN 2022 - 18 APR 2022,"3000 Aldine Mail Route Rd.
Houston, TX 77039
Volunteer Prepared Taxes","MON 9:00AM-7:00PM
TUE 9:00AM-7:00PM
WED 9:00AM-7:00PM
THU 9:00AM-7:00PM
FRI 9:00AM-7:00PM
SAT 9:00AM-2:00PM",11219,"English,Spanish,Virtual Interpreter Services",1088,BakerRipley East Aldine Campus,2022-03-20T00:00:53.265661,POINT (-95.356551 29.902319),-95.356551,29.902319
2007,1373,Required,False,0101000020E610000052B7B3AF3CE855C0F3203D450E894640,2020-01-10T19:32:27.940716,04 FEB 2022 - 08 APR 2022,"1601 University Drive
Marinette, WI 54143
920-664-6057
Volunteer Prepared Taxes",,15035,English,1088,NWTC Marinette,2022-03-20T00:00:56.388682,POINT (-87.628704 45.070748),-87.628704,45.070748
2008,4972,Required,False,0101000020E61000004051D9B0A6E655C0569FABADD8E74440,2021-02-07T00:00:28.649185,01 FEB 2022 - 15 APR 2022,"4601 S. Drexel Blvd
Chicago, IL 60653
773-548-5176
Volunteer Prepared Taxes",,28895,English,1088,Church of God of Chicago,2022-03-20T00:00:56.406601,POINT (-87.603924 41.8113),-87.603924,41.8113
2009,6378,Required,False,0101000020E6100000279F1EDB329C56C0E0490B9755943F40,2021-12-26T00:00:55.952825,31 JAN 2022 - 15 APR 2022,"127 North First Street
Brookhaven, MS 39601
601-833-6349
Volunteer Prepared Taxes",,15121,English,1088,AJFC CAA / Brookhaven,2022-03-20T00:00:56.415399,POINT (-90.440604 31.579431),-90.440604,31.579431
2010,7113,Required,False,0101000020E6100000FF092E56D4F955C0FA0967B796F74240,2022-01-30T00:00:58.836313,18 FEB 2022 - 08 APR 2022,"611 W 8th Street
Mount Vernon, IN 47620
812-838-4656
Volunteer Prepared Taxes",,29656,English,1088,Posey County Council on Aging-TCE,2022-03-20T00:00:56.535846,POINT (-87.903585 37.934287),-87.903585,37.934287
2011,2075,Not Required,False,0101000020E6100000A796ADF5450754C0F1660DDE57254440,2020-01-10T19:32:33.879171,07 FEB 2022 - 07 APR 2022,"300 Gallery Drive
Lower level of rear bldg
McMurray, PA 15317
Volunteer Prepared Taxes","MON 8:00AM-2:00PM
TUE 8:00AM-2:00PM
WED 8:00AM-2:00PM
THU 8:00AM-2:00PM",1994,English,1088,The Bible Chapel VITA Site,2022-03-20T00:01:03.503788,POINT (-80.113645 40.291744),-80.113645,40.291744
2012,6973,Required,False,0101000020E610000066834C32720554C0A13193A817344440,2022-01-23T00:00:53.415365,01 FEB 2022 - 22 APR 2022,"300 Beechwood Ave
Carnegie, PA 15106
855-567-5341
Volunteer Prepared Taxes",,29734,English,1088,FTP RMU Outreach at Andrew Carnegie Free Library and Music Hall,2022-03-20T00:01:03.514332,POINT (-80.085095 40.406972),-80.085095,40.406972
2013,7264,Not Required,False,0101000020E610000041BB438A017B52C0C3F4BD86E06E4440,2022-02-27T00:01:37.841545,14 FEB 2022 - 15 APR 2022,"111-113 Vermilyea Avenue
2nd floor
New York, NY 10032
Volunteer Prepared Taxes",,31379,English,1088,Foodbanknyc Hope For Humanity Dyckman SDA,2022-03-20T00:01:11.657604,POINT (-73.921969 40.866227),-73.921969,40.866227
2015,7265,Required,False,0101000020E6100000CC4065FCFB7B52C063635E471C664440,2022-02-27T00:01:37.857052,04 FEB 2022 - 15 APR 2022,"2285 Second Avenue
New York, NY 10035
347-682-5606
Volunteer Prepared Taxes",,31080,"English,Spanish",1088,Grow Brooklyn @ East Harlem Peoples FCU,2022-03-20T00:01:11.67681,POINT (-73.937255 40.797738),-73.937255,40.797738
2016,7266,Required,False,0101000020E6100000E59997C3EE7252C0B9196EC0E7594440,2022-02-27T00:01:38.284402,22 JAN 2022 - 09 APR 2022,"94-20 Guy Brewer Blvd
Jamaica, NY 11451
718-765-6359
Volunteer Prepared Taxes",,17755,"English,Spanish",1088,York College Mobile VITA,2022-03-20T00:01:12.331432,POINT (-73.795823 40.702385),-73.795823,40.702385
2017,7267,Required,False,0101000020E6100000CCD1E3F7366352C0904E5DF92C854440,2022-02-27T00:01:38.500851,24 JAN 2022 - 18 APR 2022,"75 Selleck St
Stamford, CT 06902
860-590-8910
Volunteer Prepared Taxes",,31029,"English,Spanish",1088,Building One Community,2022-03-20T00:01:12.648687,POINT (-73.55023 41.040435),-73.55023,41.040435
2018,7268,Required,False,0101000020E6100000E1455F419A4052C0E01115AA9BC54440,2022-02-27T00:01:38.890533,02 FEB 2022 - 14 APR 2022,"1985 E Main St
Waterbury, CT 06705
800-203-1234
Volunteer Prepared Taxes",,29815,English,1088,Waterbury Senior Center VITA,2022-03-20T00:01:13.219901,POINT (-73.009415 41.543813),-73.009415,41.543813
2019,7270,Required,False,0101000020E61000004969368FC3C451C0E884D041972A4540,2022-02-27T00:01:39.612326,24 JAN 2022 - 15 OCT 2022,"850Harrison Ave
6th floor
Boston, MA 02118
Volunteer Prepared Taxes",,29640,English,1088,StreetCred Virtual - GYR,2022-03-20T00:01:14.474319,POINT (-71.074436 42.332741),-71.074436,42.332741
2025,169,Required,False,0101000020E6100000E4D70FB1C1175EC04679E6E5B05F4240,2020-01-10T19:32:17.734804,02 FEB 2022 - 13 APR 2022,"115 Belmont Ave
Mendota, CA 93640
866-559-4211
Volunteer Prepared Taxes",,26318,"English,Spanish",1088,UWFM Mendota Mobile VITA Site,2022-03-20T00:00:43.677989,POINT (-120.371197 36.747586),-120.371197,36.747586
2027,3585,Not Required,False,0101000020E6100000E36F7B82C44357C05A80B6D5AC3F4140,2020-02-25T16:46:54.074795,05 FEB 2022 - 15 APR 2022,"233 Hobson Avenue
Hot Springs , AR 71913
501-623-2505
Volunteer Prepared Taxes","MON 9:00AM-3:00PM
TUE 9:00AM-3:00PM
WED 9:00AM-3:00PM
THU 9:00AM-3:00PM",26730,English,1088,United Way of the Ouachitas,2022-03-20T00:00:53.439245,POINT (-93.058869 34.497462),-93.058869,34.497462
2029,3589,Required,False,0101000020E610000059A65F22DEDB57C0E6E786A6EC343D40,2020-02-25T16:46:54.238413,04 FEB 2022 - 15 APR 2022,"4005 Technology Rd
Suite 1020
Angleton, TX 77515
979-849-9402
Volunteer Prepared Taxes",,27963,"English,Spanish",1088,United Way of Brazoria County,2022-03-20T00:00:53.709874,POINT (-95.435433 29.206736),-95.435433,29.206736
2030,3628,Required,False,0101000020E6100000C39E76F86B4B57C08E01D9EBDD3F3E40,2020-02-25T16:46:55.268989,24 JAN 2022 - 18 APR 2022,"2001 Moeling Street
Lake Charles, LA 70615
337-433-1088
Volunteer Prepared Taxes",,18356,English,1088,SWLA: Calcasieu Parish Police Jury VITA,2022-03-20T00:00:54.901677,POINT (-93.178465 30.24948),-93.178465,30.24948
2033,3633,Required,False,0101000020E610000008E412471E1E57C05A48C0E8F2463F40,2020-02-25T16:46:55.344449,24 JAN 2022 - 31 OCT 2022,"2011 MacArthur Drive
Bldg. #1
Alexandria, LA 71301
318-314-3480
Volunteer Prepared Taxes",,12740,English,1088,CLA: CCAC North Alexandria VITA,2022-03-20T00:00:54.958385,POINT (-92.470598 31.277144),-92.470598,31.277144
2034,3683,Required,False,0101000020E6100000496760E4650456C07636E49F19EC4440,2020-02-25T16:46:56.264855,12 FEB 2022 - 16 APR 2022,"425 Fawell Blvd
Glen Ellyn, IL 60137
630-942-3450
Volunteer Prepared Taxes",,9814,"Spanish,English",1088,College of DuPage,2022-03-20T00:00:55.796296,POINT (-88.068719 41.844532),-88.068719,41.844532
2035,3719,Not Required,False,0101000020E6100000809D9B36E3DD55C07D7901F6D1D14440,2020-02-25T16:46:56.925982,26 MAR 2022 - 09 APR 2022,"410 E Columbus Drive
East Chicago, IN 46312
Volunteer Prepared Taxes",SAT 9:00AM-1:00PM,7300,English,1088,Ivy Tech East Chicago,2022-03-20T00:00:56.469979,POINT (-87.466993 41.63922),-87.466993,41.63922
2036,3727,Not Required,False,0101000020E61000000B5D8940F5B556C0350D8AE601383E40,2020-02-25T16:46:57.012763,02 FEB 2022 - 14 APR 2022,"44450 Hwy 429
Saint Amant, LA 70774
Volunteer Prepared Taxes","MON 1:00PM-7:00PM
WED 9:00AM-12:00PM
THU 4:00PM-7:00PM",27422,English,1088,Our Lady of the Holy Rosary Catholic Church VITA,2022-03-20T00:00:56.544755,POINT (-90.843094 30.218779),-90.843094,30.218779
2037,3730,Not Required,False,0101000020E6100000EE7C3F355ED955C0A968ACFD9D114440,2020-02-25T16:46:57.053721,15 FEB 2022 - 20 APR 2022,"418 Washington Street
Covington, IN 47932
Volunteer Prepared Taxes","MON 8:30AM-4:00PM
TUE 8:30AM-4:00PM
WED 8:30AM-4:00PM
THU 8:30AM-4:00PM
FRI 8:30AM-4:00PM",20348,English,1088,CAP of Western IN,2022-03-20T00:00:56.571276,POINT (-87.396375 40.137634),-87.396375,40.137634
2038,7180,Required,False,0101000020E6100000A873452921DA55C0842BA0504FBB4340,2022-02-13T00:00:55.974344,14 FEB 2022 - 13 APR 2022,"One Library Square
Terre Haute, IN 47807
812-232-1116
Volunteer Prepared Taxes",,30970,English,1088,Vigo County Public Library,2022-03-20T00:00:56.580043,POINT (-87.408274 39.463358),-87.408274,39.463358
2043,1392,Not Required,False,0101000020E610000030849CF7FF3056C0008C67D0D0254140,2020-01-10T19:32:28.098707,03 FEB 2022 - 14 APR 2022,"2577 Mccullough Blvd
Tupelo, MS 38826
Volunteer Prepared Taxes","TUE 10:00AM-1:00PM
THU 10:00AM-1:00PM",7980,English,1088,"Lift, Incorporated",2022-03-20T00:00:56.607901,POINT (-88.765623 34.295435),-88.765623,34.295435
2044,1393,Required,False,0101000020E6100000DE3994A12AB656C0F7E978CC40C53D40,2020-01-10T19:32:28.106561,18 JAN 2022 - 18 APR 2022,"2535 Veterans Blvd
Thibodaux, LA 70301
985-696-3600
Volunteer Prepared Taxes",,25595,English,1088,ABCSLA:Lafourche VITA Site 1-Thibodaux,2022-03-20T00:00:56.616764,POINT (-90.846352 29.77052),-90.846352,29.77052
2045,2034,Required,False,0101000020E610000026FDBD141E0654C02079E75086104540,2020-01-10T19:32:33.51148,24 JAN 2022 - 15 APR 2022,"312 Chestnut St
Erie, PA 16507
888-829-5680
Volunteer Prepared Taxes",,12423,English,1088,EFT Martin Luther King Center,2022-03-20T00:01:03.128174,POINT (-80.095586 42.129099),-80.095586,42.129099
2046,7271,Required,False,0101000020E610000083DC4598A28E51C03BDF4F8D970C4640,2022-02-27T00:01:39.694429,16 FEB 2022 - 08 APR 2022,"49 Spring St
Auburn, ME 04210
866-811-5695
Volunteer Prepared Taxes",,31113,English,1088,Auburn Public Library,2022-03-20T00:01:14.623723,POINT (-70.228674 44.098375),-70.228674,44.098375
2047,7272,Required,False,0101000020E6100000761BD47E6B8D51C047020D36750C4640,2022-02-27T00:01:39.719623,08 FEB 2022 - 06 APR 2022,"144 Pine Street
Lewiston, ME 04240
866-811-5695
Volunteer Prepared Taxes",,31056,English,1088,Community Credit Union,2022-03-20T00:01:14.660618,POINT (-70.209686 44.097327),-70.209686,44.097327
2049,7273,Required,False,0101000020E61000002618CE35CC4E51C06C257497C4974640,2022-02-27T00:01:39.781426,17 FEB 2022 - 14 APR 2022,"50 North Street
Dover Foxcroft, ME 04426
866-811-5695
Volunteer Prepared Taxes",,31062,"English,Sign Language",1088,Penquis CAP Dover-Foxcroft VITA,2022-03-20T00:01:14.740383,POINT (-69.231214 45.185687),-69.231214,45.185687
2053,174,Required,False,0101000020E6100000F10D85CFD6ED5DC0BCE82B48335E4240,2020-01-10T19:32:17.773624,01 FEB 2022 - 14 APR 2022,"115 Belmont Ave
Mendota, CA 93640
866-559-4211
Volunteer Prepared Taxes",,25591,"English,Spanish",1088,UWFM Amor VITA,2022-03-20T00:00:43.809801,POINT (-119.716236 36.73594),-119.716236,36.73594
2056,182,Required,False,0101000020E610000025B20FB22CE75DC08410902FA1484240,2020-01-10T19:32:17.840561,05 FEB 2022 - 09 APR 2022,"1940 E Front Street
Suite 200
Selma, CA 93662
866-559-4211
Volunteer Prepared Taxes",,25586,"English,Spanish",1088,UWFM CYS Selma VITA,2022-03-20T00:00:43.837865,POINT (-119.612103 36.567419),-119.612103,36.567419
2057,183,Required,False,0101000020E6100000B4226AA2CF085EC0AC70CB4752004240,2020-01-10T19:32:17.848359,29 JAN 2022 - 09 APR 2022,"108 W Kings St
Avenal, CA 93204
559-904-8854
Volunteer Prepared Taxes",,25848,"English,Spanish",1088,KCAO VITA Site Avenal,2022-03-20T00:00:43.847055,POINT (-120.137673 36.002511),-120.137673,36.002511
2058,1397,Required,False,0101000020E61000000B45BA9F53C155C050C8CEDBD8BA4440,2020-01-10T19:32:28.138266,07 FEB 2022 - 13 APR 2022,"951 Eastport Centre Drive
Valparaiso, IN 46383
219-464-3583
Volunteer Prepared Taxes",,2870,English,1088,United Way of Northwest IN,2022-03-20T00:00:56.634097,POINT (-87.020729 41.459743),-87.020729,41.459743
