ZCTA5,City,State,County,Org ID,United Way,#e-filed returns
33444,Delray Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,3.0
33445,Delray Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,9.0
33446,Delray Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,2.0
33449,Lake Worth,FL,Palm Beach,11460F,United Way of Palm Beach County,3.0
33455,Hobe Sound,FL,Martin,11410U,"United Way of Martin County, Inc.",2.0
33458,Jupiter,FL,Palm Beach,11460F,United Way of Palm Beach County,36.0
33460,Lake Worth,FL,Palm Beach,11460F,United Way of Palm Beach County,6.0
33461,Lake Worth,FL,Palm Beach,11460F,United Way of Palm Beach County,9.0
33462,Lake Worth,FL,Palm Beach,11310F,"Town of Palm Beach United Way, Inc.",16.0
33463,Lake Worth,FL,Palm Beach,11460F,United Way of Palm Beach County,19.0
33467,Lake Worth,FL,Palm Beach,11460F,United Way of Palm Beach County,7.0
33469,Jupiter,FL,Palm Beach,11460F,United Way of Palm Beach County,8.0
33470,Loxahatchee,FL,Palm Beach,11460F,United Way of Palm Beach County,14.0
33472,Boynton Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,2.0
33476,Pahokee,FL,Palm Beach,11460F,United Way of Palm Beach County,9.0
33478,Jupiter,FL,Palm Beach,11460F,United Way of Palm Beach County,8.0
33483,Delray Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,3.0
33484,Delray Beach,FL,Palm Beach,11460F,United Way of Palm Beach County,7.0
33486,Boca Raton,FL,Palm Beach,11460F,United Way of Palm Beach County,1.0
33487,Boca Raton,FL,Palm Beach,11460F,United Way of Palm Beach County,1.0
33493,South Bay,FL,Palm Beach,11460F,United Way of Palm Beach County,1.0
33496,Boca Raton,FL,Palm Beach,11460F,United Way of Palm Beach County,1.0
33498,Boca Raton,FL,Palm Beach,11460F,United Way of Palm Beach County,5.0
33510,Brandon,FL,Hillsborough,11435F,United Way Suncoast,34.0
33511,Brandon,FL,Hillsborough,11435F,United Way Suncoast,32.0
33523,Dade City,FL,Pasco,11165F,United Way of Pasco County,10.0
33525,Dade City,FL,Pasco,11165F,United Way of Pasco County,6.0
33527,Dover,FL,Hillsborough,11435F,United Way Suncoast,12.0
33534,Gibsonton,FL,Hillsborough,11435F,United Way Suncoast,5.0
33538,Lake Panasoffkee,FL,Sumter,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
33540,Zephyrhills,FL,Pasco,11165F,United Way of Pasco County,2.0
33541,Zephyrhills,FL,Pasco,11165F,United Way of Pasco County,10.0
33542,Zephyrhills,FL,Pasco,11165F,United Way of Pasco County,10.0
33543,Wesley Chapel,FL,Pasco,11165F,United Way of Pasco County,13.0
33544,Wesley Chapel,FL,Pasco,11165F,United Way of Pasco County,12.0
33545,Wesley Chapel,FL,Pasco,11165F,United Way of Pasco County,8.0
33547,Lithia,FL,Hillsborough,11435F,United Way Suncoast,10.0
33548,Lutz,FL,Hillsborough,11435F,United Way Suncoast,6.0
33549,Lutz,FL,Hillsborough,11435F,United Way Suncoast,19.0
33556,Odessa,FL,Hillsborough,11165F,United Way of Pasco County,8.0
33558,Lutz,FL,Hillsborough,11435F,United Way Suncoast,14.0
33559,Lutz,FL,Hillsborough,11435F,United Way Suncoast,18.0
33563,Plant City,FL,Hillsborough,11435F,United Way Suncoast,11.0
33565,Plant City,FL,Hillsborough,11435F,United Way Suncoast,11.0
33566,Plant City,FL,Hillsborough,11435F,United Way Suncoast,7.0
33567,Plant City,FL,Hillsborough,11435F,United Way Suncoast,6.0
33569,Riverview,FL,Hillsborough,11435F,United Way Suncoast,8.0
33570,Ruskin,FL,Hillsborough,11435F,United Way Suncoast,10.0
33572,Apollo Beach,FL,Hillsborough,11435F,United Way Suncoast,11.0
33573,Sun City Center,FL,Hillsborough,11435F,United Way Suncoast,2.0
33578,Riverview,FL,Hillsborough,11435F,United Way Suncoast,26.0
33579,Riverview,FL,Hillsborough,11435F,United Way Suncoast,14.0
33584,Seffner,FL,Hillsborough,11435F,United Way Suncoast,21.0
33592,Thonotosassa,FL,Hillsborough,11435F,United Way Suncoast,12.0
33594,Valrico,FL,Hillsborough,11435F,United Way Suncoast,21.0
33596,Valrico,FL,Hillsborough,11435F,United Way Suncoast,6.0
33597,Webster,FL,Sumter,11220F,"United Way of Lake & Sumter Counties, Inc.",9.0
33598,Wimauma,FL,Hillsborough,11435F,United Way Suncoast,6.0
33602,Tampa,FL,Hillsborough,11435F,United Way Suncoast,4.0
33603,Tampa,FL,Hillsborough,11435F,United Way Suncoast,14.0
33604,Tampa,FL,Hillsborough,11435F,United Way Suncoast,37.0
33605,Tampa,FL,Hillsborough,11435F,United Way Suncoast,20.0
33606,Tampa,FL,Hillsborough,11435F,United Way Suncoast,9.0
33607,Tampa,FL,Hillsborough,11435F,United Way Suncoast,15.0
33609,Tampa,FL,Hillsborough,11435F,United Way Suncoast,4.0
33610,Tampa,FL,Hillsborough,11435F,United Way Suncoast,57.0
33611,Tampa,FL,Hillsborough,11435F,United Way Suncoast,8.0
33612,Tampa,FL,Hillsborough,11435F,United Way Suncoast,28.0
33613,Tampa,FL,Hillsborough,11435F,United Way Suncoast,34.0
33614,Tampa,FL,Hillsborough,11435F,United Way Suncoast,24.0
33615,Tampa,FL,Hillsborough,11435F,United Way Suncoast,26.0
33616,Tampa,FL,Hillsborough,11435F,United Way Suncoast,10.0
33617,Tampa,FL,Hillsborough,11435F,United Way Suncoast,48.0
33618,Tampa,FL,Hillsborough,11435F,United Way Suncoast,8.0
33619,Tampa,FL,Hillsborough,11435F,United Way Suncoast,37.0
33620,Tampa,FL,Hillsborough,11435F,United Way Suncoast,1.0
33624,Tampa,FL,Hillsborough,11435F,United Way Suncoast,10.0
33625,Tampa,FL,Hillsborough,11435F,United Way Suncoast,13.0
33626,Tampa,FL,Hillsborough,11435F,United Way Suncoast,4.0
33629,Tampa,FL,Hillsborough,11435F,United Way Suncoast,6.0
33634,Tampa,FL,Hillsborough,11435F,United Way Suncoast,13.0
33635,Tampa,FL,Hillsborough,11435F,United Way Suncoast,10.0
33637,Tampa,FL,Hillsborough,11435F,United Way Suncoast,20.0
33647,Tampa,FL,Hillsborough,11435F,United Way Suncoast,50.0
33701,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,10.0
33702,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,15.0
33703,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,11.0
33704,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,12.0
33705,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,13.0
33706,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,6.0
33707,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,13.0
33708,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,5.0
33709,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,15.0
33710,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,10.0
33711,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,12.0
33712,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,11.0
33713,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,22.0
33714,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,7.0
33715,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,1.0
33716,Saint Petersburg,FL,Pinellas,11435F,United Way Suncoast,16.0
33755,Clearwater,FL,Pinellas,11435F,United Way Suncoast,7.0
33756,Clearwater,FL,Pinellas,11435F,United Way Suncoast,17.0
33759,Clearwater,FL,Pinellas,11435F,United Way Suncoast,13.0
33760,Clearwater,FL,Pinellas,11435F,United Way Suncoast,7.0
33761,Clearwater,FL,Pinellas,11435F,United Way Suncoast,7.0
33762,Clearwater,FL,Pinellas,11435F,United Way Suncoast,7.0
33763,Clearwater,FL,Pinellas,11435F,United Way Suncoast,6.0
33764,Clearwater,FL,Pinellas,11435F,United Way Suncoast,9.0
33765,Clearwater,FL,Pinellas,11435F,United Way Suncoast,8.0
33770,Largo,FL,Pinellas,11435F,United Way Suncoast,21.0
33771,Largo,FL,Pinellas,11435F,United Way Suncoast,9.0
33772,Seminole,FL,Pinellas,11435F,United Way Suncoast,5.0
33773,Largo,FL,Pinellas,11435F,United Way Suncoast,6.0
33774,Largo,FL,Pinellas,11435F,United Way Suncoast,6.0
33776,Seminole,FL,Pinellas,11435F,United Way Suncoast,1.0
33777,Seminole,FL,Pinellas,11435F,United Way Suncoast,6.0
33778,Largo,FL,Pinellas,11435F,United Way Suncoast,3.0
33781,Pinellas Park,FL,Pinellas,11435F,United Way Suncoast,9.0
33782,Pinellas Park,FL,Pinellas,11435F,United Way Suncoast,7.0
33785,Indian Rocks Beach,FL,Pinellas,11435F,United Way Suncoast,3.0
33801,Lakeland,FL,Polk,11210U,United Way of Central Florida,16.0
33803,Lakeland,FL,Polk,11210U,United Way of Central Florida,20.0
33805,Lakeland,FL,Polk,11210U,United Way of Central Florida,19.0
33809,Lakeland,FL,Polk,11210U,United Way of Central Florida,15.0
33810,Lakeland,FL,Polk,11210U,United Way of Central Florida,54.0
33811,Lakeland,FL,Polk,11210U,United Way of Central Florida,12.0
33812,Lakeland,FL,Polk,11210U,United Way of Central Florida,5.0
33813,Lakeland,FL,Polk,11210U,United Way of Central Florida,7.0
33815,Lakeland,FL,Polk,11210U,United Way of Central Florida,7.0
33825,Avon Park,FL,Highlands,11210U,United Way of Central Florida,9.0
33830,Bartow,FL,Polk,11210U,United Way of Central Florida,5.0
33834,Bowling Green,FL,Hardee,11210U,United Way of Central Florida,9.0
33837,Davenport,FL,Polk,11210U,United Way of Central Florida,13.0
33841,Fort Meade,FL,Polk,11210U,United Way of Central Florida,16.0
33843,Frostproof,FL,Polk,11210U,United Way of Central Florida,5.0
33844,Haines City,FL,Polk,11210U,United Way of Central Florida,11.0
33851,Lake Hamilton,FL,Polk,11210U,United Way of Central Florida,1.0
33852,Lake Placid,FL,Highlands,11210U,United Way of Central Florida,4.0
33853,Lake Wales,FL,Polk,11210U,United Way of Central Florida,6.0
33859,Lake Wales,FL,Polk,11210U,United Way of Central Florida,2.0
33860,Mulberry,FL,Polk,11210U,United Way of Central Florida,12.0
33865,Ona,FL,Hardee,11210U,United Way of Central Florida,2.0
33868,Polk City,FL,Polk,11210U,United Way of Central Florida,1.0
33870,Sebring,FL,Highlands,11210U,United Way of Central Florida,3.0
33872,Sebring,FL,Highlands,11210U,United Way of Central Florida,2.0
33873,Wauchula,FL,Hardee,11210U,United Way of Central Florida,8.0
33875,Sebring,FL,Highlands,11210U,United Way of Central Florida,1.0
33876,Sebring,FL,Highlands,11210U,United Way of Central Florida,1.0
33877,Waverly,FL,Polk,11210U,United Way of Central Florida,1.0
33880,Winter Haven,FL,Polk,11210U,United Way of Central Florida,15.0
33881,Winter Haven,FL,Polk,11210U,United Way of Central Florida,14.0
33884,Winter Haven,FL,Polk,11210U,United Way of Central Florida,15.0
33890,Zolfo Springs,FL,Hardee,11210U,United Way of Central Florida,2.0
33896,Davenport,FL,Polk,11210U,United Way of Central Florida,24.0
33897,Davenport,FL,Polk,11280F,Heart of Florida United Way,11.0
33898,Lake Wales,FL,Polk,11210U,United Way of Central Florida,7.0
33901,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",12.0
33903,North Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",6.0
33904,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",10.0
33905,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",13.0
33907,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",25.0
33908,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",19.0
33909,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",16.0
33912,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",13.0
33913,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",4.0
33914,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",19.0
33916,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",13.0
33917,North Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",8.0
33919,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",16.0
33920,Alva,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",2.0
33928,Estero,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",8.0
33930,Felda,FL,Hendry,11260F,"United Way of Collier County, Inc.",1.0
33935,Labelle,FL,Hendry,11260F,"United Way of Collier County, Inc.",6.0
33936,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",24.0
33948,Port Charlotte,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",6.0
33950,Punta Gorda,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",2.0
33952,Port Charlotte,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",9.0
33953,Port Charlotte,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",1.0
33954,Port Charlotte,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",5.0
33955,Punta Gorda,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",2.0
33966,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",6.0
33967,Fort Myers,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",7.0
33971,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",12.0
33972,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",6.0
33973,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",7.0
33974,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",10.0
33976,Lehigh Acres,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",7.0
33980,Punta Gorda,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",2.0
33981,Port Charlotte,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",1.0
33982,Punta Gorda,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",2.0
33983,Punta Gorda,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",4.0
33990,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",19.0
33991,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",8.0
33993,Cape Coral,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",8.0
34102,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",2.0
34103,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",2.0
34104,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",7.0
34105,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",10.0
34109,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",5.0
34110,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",8.0
34112,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",5.0
34113,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",5.0
34114,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",1.0
34116,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",3.0
34117,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",3.0
34119,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",8.0
34120,Naples,FL,Collier,11260F,"United Way of Collier County, Inc.",4.0
34135,Bonita Springs,FL,Lee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",2.0
34141,Ochopee,FL,Collier,11260F,"United Way of Collier County, Inc.",2.0
34142,Immokalee,FL,Collier,11260F,"United Way of Collier County, Inc.",19.0
34145,Marco Island,FL,Collier,11260F,"United Way of Collier County, Inc.",2.0
34201,Bradenton,FL,Manatee,11435F,United Way Suncoast,3.0
34202,Bradenton,FL,Manatee,11435F,United Way Suncoast,9.0
34203,Bradenton,FL,Manatee,11435F,United Way Suncoast,6.0
34205,Bradenton,FL,Manatee,11435F,United Way Suncoast,8.0
34207,Bradenton,FL,Manatee,11435F,United Way Suncoast,8.0
34208,Bradenton,FL,Manatee,11435F,United Way Suncoast,5.0
34209,Bradenton,FL,Manatee,11435F,United Way Suncoast,6.0
34210,Bradenton,FL,Manatee,11435F,United Way Suncoast,6.0
34211,Bradenton,FL,Manatee,11435F,United Way Suncoast,1.0
34212,Bradenton,FL,Manatee,11435F,United Way Suncoast,6.0
34216,Anna Maria,FL,Manatee,11435F,United Way Suncoast,1.0
34217,Bradenton Beach,FL,Manatee,11435F,United Way Suncoast,1.0
34219,Parrish,FL,Manatee,11435F,United Way Suncoast,3.0
34221,Palmetto,FL,Manatee,11435F,United Way Suncoast,10.0
34222,Ellenton,FL,Manatee,11435F,United Way Suncoast,3.0
34223,Englewood,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",16.0
34224,Englewood,FL,Charlotte,11345F,"United Way of Charlotte County, Inc.",12.0
34228,Longboat Key,FL,Sarasota,11435F,United Way Suncoast,2.0
34229,Osprey,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",1.0
34231,Sarasota,FL,Sarasota,11435F,United Way Suncoast,22.0
34232,Sarasota,FL,Sarasota,11435F,United Way Suncoast,20.0
34233,Sarasota,FL,Sarasota,11435F,United Way Suncoast,5.0
34234,Sarasota,FL,Sarasota,11435F,United Way Suncoast,14.0
34235,Sarasota,FL,Sarasota,11435F,United Way Suncoast,6.0
34236,Sarasota,FL,Sarasota,11435F,United Way Suncoast,1.0
34237,Sarasota,FL,Sarasota,11435F,United Way Suncoast,5.0
34238,Sarasota,FL,Sarasota,11435F,United Way Suncoast,1.0
34239,Sarasota,FL,Sarasota,11435F,United Way Suncoast,5.0
34240,Sarasota,FL,Sarasota,11435F,United Way Suncoast,1.0
34241,Sarasota,FL,Sarasota,11435F,United Way Suncoast,7.0
34242,Sarasota,FL,Sarasota,11435F,United Way Suncoast,2.0
34243,Sarasota,FL,Manatee,11435F,United Way Suncoast,14.0
34251,Myakka City,FL,Manatee,11435F,United Way Suncoast,11.0
34266,Arcadia,FL,DeSoto,11435F,United Way Suncoast,35.0
34275,Nokomis,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",3.0
34285,Venice,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",3.0
34286,North Port,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",3.0
34287,North Port,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",12.0
34288,North Port,FL,Sarasota,11345F,"United Way of Charlotte County, Inc.",6.0
34291,North Port,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",4.0
34292,Venice,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",4.0
34293,Venice,FL,Sarasota,11445F,"United Way of South Sarasota County, Inc.",5.0
34420,Belleview,FL,Marion,11270F,"United Way of Marion County, Inc.",3.0
34428,Crystal River,FL,Citrus,11167F,United Way of Citrus County,2.0
34429,Crystal River,FL,Citrus,11167F,United Way of Citrus County,3.0
34431,Dunnellon,FL,Marion,11270F,"United Way of Marion County, Inc.",4.0
34432,Dunnellon,FL,Marion,11270F,"United Way of Marion County, Inc.",4.0
34433,Dunnellon,FL,Citrus,11270F,"United Way of Marion County, Inc.",1.0
34434,Dunnellon,FL,Citrus,11270F,"United Way of Marion County, Inc.",1.0
34436,Floral City,FL,Citrus,11167F,United Way of Citrus County,2.0
34442,Hernando,FL,Citrus,11167F,United Way of Citrus County,4.0
34445,Holder,FL,Citrus,11167F,United Way of Citrus County,1.0
34446,Homosassa,FL,Citrus,11167F,United Way of Citrus County,3.0
34448,Homosassa,FL,Citrus,11167F,United Way of Citrus County,1.0
34450,Inverness,FL,Citrus,11167F,United Way of Citrus County,2.0
34452,Inverness,FL,Citrus,11167F,United Way of Citrus County,1.0
34453,Inverness,FL,Citrus,11167F,United Way of Citrus County,4.0
34461,Lecanto,FL,Citrus,11167F,United Way of Citrus County,2.0
34465,Beverly Hills,FL,Citrus,11167F,United Way of Citrus County,4.0
34470,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",13.0
34471,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",9.0
34472,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",8.0
34473,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",7.0
34474,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",6.0
34475,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",1.0
34476,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",9.0
34479,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",6.0
34480,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",3.0
34481,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",4.0
34482,Ocala,FL,Marion,11270F,"United Way of Marion County, Inc.",2.0
34484,Oxford,FL,Sumter,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
34488,Silver Springs,FL,Marion,11270F,"United Way of Marion County, Inc.",3.0
34491,Summerfield,FL,Marion,11270F,"United Way of Marion County, Inc.",2.0
34601,Brooksville,FL,Hernando,11120F,"United Way of Hernando County, Inc.",10.0
34602,Brooksville,FL,Hernando,11120F,"United Way of Hernando County, Inc.",2.0
34604,Brooksville,FL,Hernando,11120F,"United Way of Hernando County, Inc.",4.0
34606,Spring Hill,FL,Hernando,11120F,"United Way of Hernando County, Inc.",7.0
34607,Spring Hill,FL,Hernando,11120F,"United Way of Hernando County, Inc.",2.0
34608,Spring Hill,FL,Hernando,11120F,"United Way of Hernando County, Inc.",10.0
34609,Spring Hill,FL,Hernando,11120F,"United Way of Hernando County, Inc.",15.0
34610,Spring Hill,FL,Pasco,11120F,"United Way of Hernando County, Inc.",3.0
34613,Brooksville,FL,Hernando,11120F,"United Way of Hernando County, Inc.",7.0
34637,Land O Lakes,FL,Pasco,11165F,United Way of Pasco County,2.0
34638,Land O Lakes,FL,Pasco,11165F,United Way of Pasco County,4.0
34639,Land O Lakes,FL,Pasco,11165F,United Way of Pasco County,5.0
34652,New Port Richey,FL,Pasco,11165F,United Way of Pasco County,12.0
34653,New Port Richey,FL,Pasco,11165F,United Way of Pasco County,17.0
34654,New Port Richey,FL,Pasco,11165F,United Way of Pasco County,9.0
34655,New Port Richey,FL,Pasco,11165F,United Way of Pasco County,16.0
34667,Hudson,FL,Pasco,11165F,United Way of Pasco County,11.0
34668,Port Richey,FL,Pasco,11165F,United Way of Pasco County,20.0
34669,Hudson,FL,Pasco,11165F,United Way of Pasco County,6.0
34677,Oldsmar,FL,Pinellas,11435F,United Way Suncoast,8.0
34683,Palm Harbor,FL,Pinellas,11435F,United Way Suncoast,9.0
34684,Palm Harbor,FL,Pinellas,11435F,United Way Suncoast,12.0
34685,Palm Harbor,FL,Pinellas,11435F,United Way Suncoast,4.0
34688,Tarpon Springs,FL,Pinellas,11435F,United Way Suncoast,2.0
34689,Tarpon Springs,FL,Pinellas,11435F,United Way Suncoast,15.0
34690,Holiday,FL,Pasco,11165F,United Way of Pasco County,7.0
34691,Holiday,FL,Pasco,11165F,United Way of Pasco County,9.0
34695,Safety Harbor,FL,Pinellas,11435F,United Way Suncoast,7.0
34698,Dunedin,FL,Pinellas,11435F,United Way Suncoast,13.0
34711,Clermont,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",10.0
34714,Clermont,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",36.0
34715,Clermont,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",3.0
34731,Fruitland Park,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
34734,Gotha,FL,Orange,11280F,Heart of Florida United Way,5.0
34736,Groveland,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
34737,Howey in the Hills,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",3.0
34741,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,17.0
34743,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,8.0
34744,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,6.0
34746,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,21.0
34747,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,40.0
34748,Leesburg,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",8.0
34758,Kissimmee,FL,Osceola,11280F,Heart of Florida United Way,7.0
34759,Kissimmee,FL,Polk,11280F,Heart of Florida United Way,14.0
34760,Oakland,FL,Orange,11280F,Heart of Florida United Way,1.0
34761,Ocoee,FL,Orange,11280F,Heart of Florida United Way,10.0
34762,Okahumpka,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
34769,Saint Cloud,FL,Osceola,11280F,Heart of Florida United Way,11.0
34771,Saint Cloud,FL,Osceola,11280F,Heart of Florida United Way,4.0
34772,Saint Cloud,FL,Osceola,11280F,Heart of Florida United Way,12.0
34773,Saint Cloud,FL,Osceola,11280F,Heart of Florida United Way,1.0
34785,Wildwood,FL,Sumter,11220F,"United Way of Lake & Sumter Counties, Inc.",2.0
34786,Windermere,FL,Orange,11280F,Heart of Florida United Way,26.0
34787,Winter Garden,FL,Orange,11280F,Heart of Florida United Way,76.0
34788,Leesburg,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",5.0
34797,Yalaha,FL,Lake,11220F,"United Way of Lake & Sumter Counties, Inc.",1.0
34945,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,1.0
34946,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,3.0
34947,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,1.0
34949,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,3.0
34950,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,1.0
34951,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,8.0
34952,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,9.0
34953,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,11.0
34956,Indiantown,FL,Martin,11410U,"United Way of Martin County, Inc.",4.0
34957,Jensen Beach,FL,Martin,11410U,"United Way of Martin County, Inc.",5.0
34972,Okeechobee,FL,Okeechobee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",7.0
34974,Okeechobee,FL,Okeechobee,11130F,"United Way of Lee, Hendry, Glades and Okeechobee Counties",4.0
34982,Fort Pierce,FL,Saint Lucie,11140F,United Way of St. Lucie County,3.0
34983,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,3.0
34984,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,2.0
34986,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,4.0
34987,Port Saint Lucie,FL,Saint Lucie,11140F,United Way of St. Lucie County,2.0
34990,Palm City,FL,Martin,11140F,United Way of St. Lucie County,4.0
34994,Stuart,FL,Martin,11410U,"United Way of Martin County, Inc.",10.0
34997,Stuart,FL,Martin,11410U,"United Way of Martin County, Inc.",8.0
