"county_name","state_name","Full FIPS Code","#e-filed returns","United Way","Any e-filed returns","STATEFP","COUNTYFP","id","appointment_info","created_at","dates","details","hours","irs_id","languages","name","updated_at","longitude","latitude"
"Alameda County","California","06001",547.0,"United Way of San Joaquin County, Inc., United Way Bay Area","Yes",6.0,1.0,17.0,"Required","2020-01-10T19:32:16.497172","02 FEB 2022 - 18 APR 2022","8477 Enterprise Way
Oakland, CA 94621
510-271-9141
Volunteer Prepared Taxes","",2663.0,"Spanish,English,Cantonese,Vietnamese","Social Services Agency - Enterprise Office","2022-03-20T00:00:42.750952",-122.193081,37.742461
"Alameda County","California","06001",547.0,"United Way of San Joaquin County, Inc., United Way Bay Area","Yes",6.0,1.0,16.0,"Required","2020-01-10T19:32:16.487164","03 FEB 2022 - 16 APR 2022","885 69th Ave
Suite 100
Oakland, CA 94621
510-969-4572
Volunteer Prepared Taxes","",7694.0,"Spanish,English,Cantonese,Mandarin","EBALDC Lion Creek Crossing","2022-03-20T00:00:42.731467",-122.196688,37.756521
"Alameda County","California","06001",547.0,"United Way of San Joaquin County, Inc., United Way Bay Area","Yes",6.0,1.0,15.0,"Not Required","2020-01-10T19:32:16.476944","05 FEB 2022 - 09 APR 2022","1034 66Th Avenue
Oakland, CA 94621
Volunteer Prepared Taxes","SAT 8:00AM-11:00AM",7692.0,"English","ACTS Full Gospel","2022-03-20T00:00:42.722345",-122.198218,37.758812
"Alameda County","California","06001",547.0,"United Way of San Joaquin County, Inc., United Way Bay Area","Yes",6.0,1.0,3117.0,"Not Required","2020-02-25T16:46:44.15622","07 FEB 2022 - 09 APR 2022","2325 E.12th Street
Ste 226
Oakland, CA 94601
Volunteer Prepared Taxes","MON 8:30AM-5:00PM
TUE 8:30AM-5:00PM
WED 8:30AM-5:00PM
THU 8:30AM-5:00PM
FRI 8:30AM-5:00PM
SAT 9:00AM-4:00PM",11871.0,"English,Spanish","Lao Family Comm. Development","2022-03-20T00:00:42.666676",-122.236344,37.782161
"Alameda County","California","06001",547.0,"United Way of San Joaquin County, Inc., United Way Bay Area","Yes",6.0,1.0,12.0,"Required","2020-01-10T19:32:16.444281","24 JAN 2022 - 15 APR 2022","1900 Fruitvale Ave
Suite 2A
ITIN Certifying Acceptance Agent
Oakland, CA 94601
510-535-6101
Volunteer Prepared Taxes","",11868.0,"Spanish,English","The Unity Council","2022-03-20T00:00:42.695182",-122.223189,37.782875
"Napa County","California","06055",61.0,"United Way Bay Area","Yes",6.0,55.0,63.0,"Required","2020-01-10T19:32:16.88894","05 FEB 2022 - 16 APR 2022","2670 Yajome Street
Room 10
Napa, CA 94558
707-363-3798
Volunteer Prepared Taxes","",13249.0,"English,Spanish","On the Move- McPherson Family Resource Center","2022-03-20T00:00:43.043782",-122.293048,38.316183
"Napa County","California","06055",61.0,"United Way Bay Area","Yes",6.0,55.0,86.0,"Required","2020-01-10T19:32:17.072381","01 FEB 2022 - 19 APR 2022","1440 Spring Street
Saint Helena, CA 94574
707-965-5010
Volunteer Prepared Taxes","",21713.0,"English,Spanish","UpValley Family Centers St. Helena","2022-03-20T00:00:43.189456",-122.46995,38.501756
"Napa County","California","06055",61.0,"United Way Bay Area","Yes",6.0,55.0,93.0,"Required","2020-01-10T19:32:17.132244","31 JAN 2022 - 18 APR 2022","1500 Cedar Street
Calistoga, CA 94515
707-965-5010
Volunteer Prepared Taxes","",7650.0,"English,Spanish","UpValley Family Centers Calistoga","2022-03-20T00:00:43.198622",-122.583072,38.577991
"Sierra County","California","06091",4.0,"United Way of Nevada County, United Way of Northern Nevada and the Sierra","Yes","","","","","","","","","","","","","",""
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,7063.0,"Required","2022-01-30T00:00:45.58202","01 FEB 2022 - 18 APR 2022","441 D Street
Davis, CA 95616
530-757-1261
Volunteer Prepared Taxes","",20646.0,"English,Spanish,Mandarin","CRVC Empower Yolo - Davis","2022-03-20T00:00:43.236295",-121.742999,38.546179
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,124.0,"Required","2020-01-10T19:32:17.382785","05 FEB 2022 - 09 APR 2022","1212 Merkley Avenue
West Sacramento, CA 95691
800-500-4931
Volunteer Prepared Taxes","",23393.0,"English,Spanish","CRVC Arthur F Turner Community Library","2022-03-20T00:00:43.291765",-121.52304,38.580013
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,125.0,"Required","2020-01-10T19:32:17.390699","31 JAN 2022 - 18 APR 2022","637 Todhunter Avenue
#21B
Closed all State and Federal Holidays
West Sacramento, CA 95605
916-572-0560
Volunteer Prepared Taxes","",13149.0,"English,Spanish","CRVC Yolo County Childrens Alliance","2022-03-20T00:00:43.328346",-121.534965,38.598468
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,7064.0,"Required","2022-01-30T00:00:45.605343","04 FEB 2022 - 15 APR 2022","2001 East Street
Woodland, CA 95776
530-661-2000
Volunteer Prepared Taxes","",31008.0,"English","CRVC Woodland Senior Center - VITA Only","2022-03-20T00:00:43.254431",-121.765812,38.6555
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,119.0,"Required","2020-01-10T19:32:17.34248","01 FEB 2022 - 18 APR 2022","175 Walnut Street
Woodland, CA 95695
530-661-6336
Volunteer Prepared Taxes","",9135.0,"English,Spanish,Mandarin,Farsi","CRVC Empower Yolo - Woodland","2022-03-20T00:00:43.27357",-121.778134,38.680379
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,110.0,"Required","2020-01-10T19:32:17.272779","31 JAN 2022 - 18 APR 2022","17317 Fremont Street
Esparto, CA 95627
530-787-4110
Volunteer Prepared Taxes","",2326.0,"Spanish,English","CRVC R.I.S.E., Inc. - Esparto","2022-03-20T00:00:43.245393",-122.019021,38.689982
"Yolo County","California","06113",99.0,"Woodland United Way, Yuba-Sutter-Colusa United Way, United Way California Capital Region, United Way Bay Area","Yes",6.0,113.0,7065.0,"Required","2022-01-30T00:00:45.729069","01 FEB 2022 - 18 APR 2022","9586 Mill Street
Knights Landing, CA 95645
530-661-5519
Volunteer Prepared Taxes","",29731.0,"English,Spanish","CRVC Empower Yolo - Knights Landing","2022-03-20T00:00:43.374288",-121.720446,38.797254
"Nevada County","California","06057",22.0,"United Way of Nevada County, United Way California Capital Region","Yes",6.0,57.0,167.0,"Not Required","2020-01-10T19:32:17.718993","31 JAN 2022 - 15 APR 2022","950 Maidu Ave.
Mondays walk-in only
Nevada City, CA 95959
Volunteer Prepared Taxes","MON 8:00AM-5:00PM
TUE 8:00AM-5:00PM
WED 8:00AM-5:00PM
THU 8:00AM-5:00PM
FRI 8:00AM-5:00PM",17849.0,"English","Nevada County Department of Health and Human Services","2022-03-20T00:00:43.665453",-121.025829,39.26911
"Mendocino County","California","06045",28.0,"United Way of the Wine Country","Yes","","","","","","","","","","","","","",""
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3209.0,"Required","2020-02-25T16:46:46.296853","05 FEB 2022 - 15 APR 2022","131 North Grand Ave
San Pedro, CA 90731
310-832-1145
Volunteer Prepared Taxes","",27722.0,"English,Spanish,Farsi,Armenian","Haven Neighborhood Services","2022-03-20T00:00:44.876885",-118.290134,33.743576
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,6842.0,"Not Required","2022-01-23T00:00:40.563737","04 FEB 2022 - 15 APR 2022","540 N Marine Ave
Wilmington, CA 90744
Volunteer Prepared Taxes","WED 1:00PM-5:00PM
FRI 1:00PM-5:00PM
SAT 9:00AM-1:00PM",29543.0,"English,Spanish","SBCC ADM","2022-03-20T00:00:44.848901",-118.263482,33.776173
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,303.0,"Required","2020-01-10T19:32:18.854513","27 JAN 2022 - 09 APR 2022","1250 N. Bellflower Blvd
CBA - Rm 237
Long Beach, CA 90840
Volunteer Prepared Taxes","",4204.0,"English,Spanish","CSULB VITA","2022-03-20T00:00:44.958297",-118.122425,33.782348
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,294.0,"Required","2020-01-10T19:32:18.778141","18 JAN 2022 - 12 OCT 2022","117 West Victoria St
Long Beach, CA 90805
562-216-4600
Volunteer Prepared Taxes","",3841.0,"English,Spanish,Sign Language","Long Beach CAP","2022-03-20T00:00:44.830804",-118.200645,33.86487
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,301.0,"Not Required","2020-01-10T19:32:18.838928","05 FEB 2022 - 09 APR 2022","11929 Alondra Blvd
Norwalk, CA 90650
Volunteer Prepared Taxes","SAT 9:00AM-4:00PM
SUN 9:00AM-4:00PM",14778.0,"English,Spanish,Chinese","Buddhist Tzu Chi Foundation - Norwalk","2022-03-20T00:00:44.885731",-118.079381,33.887714
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,289.0,"Not Required","2020-01-10T19:32:18.739348","05 FEB 2022 - 16 APR 2022","12329 S Wilmington Ave
Volunteer
Compton, CA 90222
Volunteer Prepared Taxes","SAT 9:00AM-2:00PM",1659.0,"English,Spanish","Greater Mt. Sinai Baptist Church","2022-03-20T00:00:44.794033",-118.239181,33.920594
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,299.0,"Required","2020-01-10T19:32:18.823144","05 FEB 2022 - 11 APR 2022","14181 Telegraph Road
Whittier, CA 90604
562-273-0700
Volunteer Prepared Taxes","",13917.0,"English,Spanish","AAB-Whittier","2022-03-20T00:00:44.86755",-118.029425,33.928517
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,282.0,"Required","2020-01-10T19:32:18.681755","01 FEB 2022 - 15 OCT 2022","1212 E. 108th Street
Los Angeles, CA 90059
323-357-6262
Volunteer Prepared Taxes","",21834.0,"English,Spanish","WLCAC-Family Source Center","2022-03-20T00:00:44.748519",-118.253729,33.937803
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,295.0,"Required","2020-01-10T19:32:18.786049","03 FEB 2022 - 16 APR 2022","10400 Pioneer Blvd.
Suite 9
Santa Fe Springs, CA 90670
562-946-2237
Volunteer Prepared Taxes","",15117.0,"English,Spanish","SASSFA","2022-03-20T00:00:44.839848",-118.081786,33.940839
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,285.0,"Required","2020-01-10T19:32:18.706893","01 FEB 2022 - 18 APR 2022","9121 Long Beach Blvd.
South Gate, CA 90280
323-537-2760
Volunteer Prepared Taxes","",3837.0,"Spanish,English","Peoples Community Center","2022-03-20T00:00:44.784702",-118.218786,33.953222
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,280.0,"Required","2020-01-10T19:32:18.665745","08 FEB 2022 - 12 APR 2022","906 E 91 St Street (Main Location)
1653 7th Street (Mobile Location)
Santa Monica, CA 90401-7486
Los Angeles, CA 90002
323-901-6850
Volunteer Prepared Taxes","",17822.0,"English,Spanish","Greater Sunrise Baptist Church","2022-03-20T00:00:44.729582",-118.258524,33.953786
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3220.0,"Required","2020-02-25T16:46:46.526683","08 FEB 2022 - 02 APR 2022","9255 Pioneer Blvd.
Santa Fe Springs, CA 90670
562-692-0261
Volunteer Prepared Taxes","",11657.0,"English,Spanish","Santa Fe Springs Neighborhood Ctr","2022-03-20T00:00:44.821791",-118.084914,33.958772
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,276.0,"Required","2020-01-10T19:32:18.633077","22 JAN 2022 - 15 APR 2022","915 W Manchester Ave
Los Angeles, CA 90044
323-789-4717
Volunteer Prepared Taxes","",19393.0,"English,Spanish","The Childrens Collective, Inc.","2022-03-20T00:00:44.677903",-118.289915,33.960066
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3215.0,"Required","2020-02-25T16:46:46.39238","17 MAR 2022 - 16 APR 2022","6303 Normandie Ave
Los Angeles, CA 90044
424-222-6287
Volunteer Prepared Taxes","",15132.0,"English","Kappa Delta Sigma/KC","2022-03-20T00:00:44.650649",-118.30027,33.982274
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3227.0,"Not Required","2020-02-25T16:46:46.664857","04 FEB 2022 - 08 APR 2022","1920 S Brea Canyon Cut Off Rd
Walnut, CA 91789
Volunteer Prepared Taxes","FRI 10:00AM-3:00PM",28263.0,"Chinese,English,Spanish","Buddhist Tzu Chi Foundation - Walnut Bookstore","2022-03-20T00:00:44.948713",-117.868247,33.98433
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,6843.0,"Required","2022-01-23T00:00:40.635718","01 FEB 2022 - 13 APR 2022","1555 Fairway Drive
Walnut, CA 91789
626-964-9525
Volunteer Prepared Taxes","",30968.0,"English,Cantonese,Mandarin","First Chinese Baptist Church Walnut","2022-03-20T00:00:44.939621",-117.870268,33.988408
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,267.0,"Required","2020-01-10T19:32:18.530795","25 JAN 2022 - 15 APR 2022","2069 W. Slauson Ave
Los Angeles, CA 90047
323-909-1975
Volunteer Prepared Taxes","",25825.0,"English,Spanish","El Nido South LA","2022-03-20T00:00:44.605724",-118.315788,33.989084
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3225.0,"Required","2020-02-25T16:46:46.63533","01 FEB 2022 - 13 APR 2022","18958 Daisetta Street
Ste 303
Rowland Heights, CA 91748
626-964-9525
Volunteer Prepared Taxes","",27437.0,"English,Cantonese,Mandarin","Herald Christian Community Center (ESGV)","2022-03-20T00:00:44.930281",-117.888532,33.989948
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,284.0,"Required","2020-01-10T19:32:18.698401","01 FEB 2022 - 15 APR 2022","5657 E. Washington Blvd
Commerce, CA 90040
323-890-1559
Volunteer Prepared Taxes","",9219.0,"English,Spanish","Mexican American Opportunity Foundation (MAOF)","2022-03-20T00:00:44.775712",-118.156918,33.999333
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3204.0,"Not Required","2020-02-25T16:46:46.191121","08 FEB 2022 - 08 APR 2022","3808 Crenshaw Blvd
Los Angeles, CA 90008
Volunteer Prepared Taxes","TUE 10:00AM-4:00PM
WED 10:00AM-4:00PM
THU 10:00AM-4:00PM
FRI 10:00AM-4:00PM",27827.0,"English,Spanish","A New Life 4 U","2022-03-20T00:00:44.500857",-118.334885,34.017091
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3197.0,"Required","2020-02-25T16:46:46.113765","05 MAR 2022 - 09 APR 2022","1900 Pico Blvd.
(Please visit www.smc.edu/vita to make appt.)
Santa Monica, CA 90405
Volunteer Prepared Taxes","",25361.0,"English,Spanish","SMC VITA","2022-03-20T00:00:44.395165",-118.470423,34.018946
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,4962.0,"Required","2021-02-07T00:00:20.988683","01 FEB 2022 - 15 APR 2022","701 Hoefner Ave
Los Angeles, CA 90022
800-590-8749
Volunteer Prepared Taxes","",28545.0,"Spanish,English","Eastmont Community Center","2022-03-20T00:00:44.739125",-118.149746,34.021094
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,270.0,"Required","2020-01-10T19:32:18.558521","16 FEB 2022 - 15 APR 2022","822 East 20th Street
Los Angeles, CA 90011
213-747-6357
Volunteer Prepared Taxes","",25085.0,"English,Spanish","All Peoples Community Center","2022-03-20T00:00:44.623464",-118.256843,34.026199
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,266.0,"Not Required","2020-01-10T19:32:18.522809","04 FEB 2022 - 02 APR 2022","3335 S. Figueroa Street, Unit MM
Visit our website www.uscvita.org
Los Angeles, CA 90007
Volunteer Prepared Taxes","MON 9:00AM-6:00PM
TUE 9:00AM-6:00PM
WED 9:00AM-6:00PM
THU 9:00AM-6:00PM
FRI 12:00PM-5:00PM
SAT 12:00PM-5:00PM
SUN 9:00AM-6:00PM",13251.0,"English,Mandarin","USC VITA","2022-03-20T00:00:44.569719",-118.285052,34.027678
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,7209.0,"Not Required","2022-02-27T00:01:20.91041","01 FEB 2022 - 15 APR 2022","2071 South Atlantic Bl.
Suite A
Monterey Park, CA 91754
626-995-0719
Volunteer Prepared Taxes","MON 10:00AM-5:00PM
TUE 10:00AM-5:00PM
WED 10:00AM-5:00PM
THU 10:00AM-5:00PM
FRI 10:00AM-5:00PM
SAT 11:00AM-4:00PM
SUN 12:00AM-3:00PM",29917.0,"English,Spanish,Tagalog","KMA Auto Corporation Monterrey Park","2022-03-20T00:00:44.72076",-118.143066,34.039638
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,4665.0,"Required","2021-01-31T00:00:16.816835","25 JAN 2022 - 15 APR 2022","1910 Magnolia Ave
Online Appt:  www.freetaxprepla.com
Los Angeles, CA 90007
323-909-1975
Volunteer Prepared Taxes","",15691.0,"English,Spanish","Childrens Bureau, Inc.","2022-03-20T00:00:44.536404",-118.286432,34.039856
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3222.0,"Not Required","2020-02-25T16:46:46.60017","26 FEB 2022 - 16 APR 2022","1100 North Grand Ave
Bldg 79-3200B
Walnut, CA 91789
Volunteer Prepared Taxes","SAT 9:00AM-3:00PM",23335.0,"English,Spanish,Chinese","Mount San Antonio College (Mt. SAC)","2022-03-20T00:00:44.912123",-117.847701,34.04309
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,273.0,"Required","2020-01-10T19:32:18.60953","29 JAN 2022 - 15 APR 2022","2130 E 1st Street
Suite 110
Los Angeles, CA 90033
323-526-9301
Volunteer Prepared Taxes","",7881.0,"Spanish,English","El Centro de Ayuda","2022-03-20T00:00:44.641655",-118.213158,34.044607
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,253.0,"Required","2020-01-10T19:32:18.414747","26 JAN 2022 - 15 OCT 2022","1645 Corinth Avenue
Suite #112
Los Angeles, CA 90025
424-293-8297
Volunteer Prepared Taxes","",1679.0,"Spanish,English","Latino Resource Organization, Inc.","2022-03-20T00:00:44.376935",-118.448867,34.045341
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,252.0,"Required","2020-01-10T19:32:18.406948","26 JAN 2022 - 15 OCT 2022","1645 Corinth Ave.
Suite #112
Los Angeles, CA 90025
424-293-8297
Volunteer Prepared Taxes","",1676.0,"Spanish,English","West Los Angeles Family Source Center","2022-03-20T00:00:44.386067",-118.448867,34.045341
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,311.0,"Not Required","2020-01-10T19:32:18.919529","05 FEB 2022 - 09 APR 2022","1420 S Garey Ave
Pomona, CA 91766
Volunteer Prepared Taxes","SAT 10:00AM-4:00PM",6656.0,"English,Spanish,Chinese,Vietnamese","Boys and Girls Club of Pomona Valley","2022-03-20T00:00:44.96753",-117.749634,34.045703
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,7208.0,"Required","2022-02-27T00:01:20.733175","05 FEB 2022 - 15 APR 2022","5213 West Pico Blvd
Los Angeles, CA 90019
310-832-1145
Volunteer Prepared Taxes","",31057.0,"English,Spanish,Armenian","Haven Neighborhood Services - #2","2022-03-20T00:00:44.436763",-118.351838,34.048145
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,265.0,"Required","2020-01-10T19:32:18.51471","05 FEB 2022 - 16 APR 2022","231 E Third St - Suite G106
Los Angeles, CA 90013
213-473-1637
Volunteer Prepared Taxes","",23621.0,"English,Spanish,Japanese","Little Tokyo Service Center","2022-03-20T00:00:44.596675",-118.244481,34.048305
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3223.0,"Not Required","2020-02-25T16:46:46.618907","05 FEB 2022 - 09 APR 2022","3801 W. Temple Ave.
Pomona, CA 91767
Volunteer Prepared Taxes","SAT 9:00AM-4:00PM",26545.0,"English,Spanish,Chinese,Vietnamese","Cal Poly Pomona VITA","2022-03-20T00:00:44.921352",-117.816528,34.050279
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,259.0,"Required","2020-01-10T19:32:18.466102","01 FEB 2022 - 15 OCT 2022","501 South Bixel Street
Los Angeles, CA 90017
213-482-8618
Volunteer Prepared Taxes","",13692.0,"English,Spanish","Central City Neighborhood Partners","2022-03-20T00:00:44.547564",-118.261461,34.054869
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,3201.0,"Required","2020-02-25T16:46:46.166156","01 FEB 2022 - 14 APR 2022","2401 West 6th St
Los Angeles, CA 90057
213-351-6800
Volunteer Prepared Taxes","",27910.0,"English,Spanish","Central City Neighborhood Partners-Ventanilla de Asesoria Financiera","2022-03-20T00:00:44.48259",-118.278058,34.060951
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,262.0,"Not Required","2020-01-10T19:32:18.489303","07 FEB 2022 - 18 APR 2022","767 N Hill St
Suitte 106
Los Angeles, CA 90012
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
TUE 9:00AM-2:00PM
WED 9:00AM-2:00PM
THU 9:00AM-2:00PM
FRI 9:00AM-2:00PM
SAT 8:30AM-4:30PM",9217.0,"Chinese,English,Cantonese","Chinatown Service Center","2022-03-20T00:00:44.5588",-118.239932,34.062082
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,277.0,"Required","2020-01-10T19:32:18.641112","07 MAR 2022 - 08 APR 2022","112 N. Chandler Ave.
Suite 105
Monterey Park, CA 91754
213-808-1751
Volunteer Prepared Taxes","",26156.0,"English,Chinese,Cantonese","Chinatown Service Center  - Monterey Park (Ad-hoc)","2022-03-20T00:00:44.68737",-118.132056,34.062594
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,257.0,"Required","2020-01-10T19:32:18.449673","27 FEB 2022 - 15 APR 2022","153 Glendale Blvd
Los Angeles, CA 90026
213-250-4353
Volunteer Prepared Taxes","",18192.0,"Tagalog,English","Pilipino Workers Center","2022-03-20T00:00:44.51856",-118.259849,34.063376
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,292.0,"Not Required","2020-01-10T19:32:18.762601","04 FEB 2022 - 15 APR 2022","3017 Tyler Avenue
El Monte, CA 91731
Volunteer Prepared Taxes","FRI 9:30AM-11:30AM",17817.0,"English,Spanish","Rio Hondo College","2022-03-20T00:00:44.803613",-118.035764,34.063386
"Los Angeles County","California","06037",3184.0,"Inland Empire United Way, Orange County United Way, United Way of Kern County, Inc., United Way of Greater Los Angeles, United Way of Ventura County","Yes",6.0,37.0,4664.0,"Required","2021-01-31T00:00:16.766876","22 JAN 2022 - 15 APR 2022","3727 W 6th Street Suite 410
Online Appt:  http://kycc.youcanbook.me
Los Angeles, CA 90020
323-909-1975
Volunteer Prepared Taxes","",7880.0,"English,Korean,Spanish","Koreatown Youth and Community Center","2022-03-20T00:00:44.44623",-118.303507,34.063564
