STATEFP,COUNTYFP,AFFGEOID,GEOID,id,appointment_info,created_at,dates,details,hours,irs_id,languages,name,updated_at,longitude,latitude
12,099,0500000US12099,12099,2846,Required,2020-01-10T19:32:40.385724,24 JAN 2022 - 18 APR 2022,"2001 W Blue Heron Blvd
Riviera Beach, FL 33404
Volunteer Prepared Taxes",,5609,"English,Spanish",CPSFL Prosperity Center,2022-03-20T00:01:11.226,-80.087472,26.782177
12,099,0500000US12099,12099,2820,Required,2020-01-10T19:32:40.167985,24 JAN 2022 - 18 APR 2022,"1550 W 28th St.
Riviera Beach, FL 33404
Volunteer Prepared Taxes",,24839,"English,Spanish",Lindsey Davis Senior Community Center,2022-03-20T00:01:11.234862,-80.079603,26.786149
12,099,0500000US12099,12099,2792,Required,2020-01-10T19:32:39.944496,24 JAN 2022 - 18 APR 2022,"6415 Indiantown Rd
Jupiter, FL 33458
Volunteer Prepared Taxes",,1072,"English,Spanish",Jupiter Community Action Center,2022-03-20T00:01:11.013669,-80.132763,26.934615
12,015,0500000US12015,12015,2511,Not Required,2020-01-10T19:32:37.534307,24 JAN 2022 - 10 APR 2022,"7273 Concourse Drive
Fort Myers, FL 33908
Volunteer Prepared Taxes",,24574,English,United Way - Get Your Refund,2022-03-20T00:01:09.66346,-82.333743,26.926318
12,015,0500000US12015,12015,2589,Required,2020-01-10T19:32:38.277936,03 FEB 2022 - 14 APR 2022,"507 W. Marion Ave
Punta Gorda, FL 33950
941-627-3539
Volunteer Prepared Taxes",,20401,"Spanish,English,Virtual Interpreter Services",United Way - Punta Gorda,2022-03-20T00:01:09.493249,-82.054648,26.93251
12,015,0500000US12015,12015,2556,Required,2020-01-10T19:32:38.015939,01 FEB 2022 - 13 APR 2022,"21500 Gibralter Drive
Port Charlotte, FL 33952
941-627-3539
Volunteer Prepared Taxes",,19052,"English,Spanish,Virtual Interpreter Services",United Way - Port Charlotte,2022-03-20T00:01:09.394428,-82.091948,26.995144
27,169,0500000US27169,27169,3577,Required,2020-02-25T16:46:53.852812,03 FEB 2022 - 14 APR 2022,"830 Whitewater
Saint Charles, MN 55972
507-474-7202
Volunteer Prepared Taxes",,25686,"English,Spanish",Winona at St. Charles - Ad Hoc,2022-03-20T00:00:53.161398,-92.064871,43.969725
27,169,0500000US27169,27169,1079,Required,2020-01-10T19:32:25.381181,31 JAN 2022 - 13 APR 2022,"77 Laird St.
Winona, MN 55987
507-474-7202
Volunteer Prepared Taxes",,20178,"English,Spanish",Winona Catholic Charities,2022-03-20T00:00:53.644917,-91.625164,44.050789
36,053,0500000US36053,36053,2613,Required,2020-01-10T19:32:38.46749,02 FEB 2022 - 15 APR 2022,"13 Broad St
Hamilton, NY 13346
315-684-3001
Volunteer Prepared Taxes",,12614,English,Hamilton Public Library - TCE,2022-03-20T00:01:09.582526,-75.544037,42.826372
36,053,0500000US36053,36053,4602,Required,2020-03-11T00:27:48.887047,02 FEB 2022 - 15 APR 2022,"101 Falls Blvd
Chittenango, NY 13037
315-750-2638
Volunteer Prepared Taxes",,10994,English,Sullivan Free Library Central Library - TCE,2022-03-20T00:01:09.287831,-75.866825,43.044047
36,053,0500000US36053,36053,2579,Required,2020-01-10T19:32:38.198192,04 FEB 2022 - 15 APR 2022,"102 West Center St
Canastota, NY 13032
315-684-3001
Volunteer Prepared Taxes",,6736,English,Canastota Public Library - TCE,2022-03-20T00:01:09.48443,-75.758136,43.078153
36,053,0500000US36053,36053,2591,Not Required,2020-01-10T19:32:38.29325,01 FEB 2022 - 01 MAY 2022,"133 North Court Street
Bldg 1
Wampsville, NY 13163
Volunteer Prepared Taxes","MON 8:00AM-4:00PM
TUE 8:00AM-4:00PM
WED 8:00AM-4:00PM
THU 8:00AM-4:00PM
FRI 8:00AM-4:00PM",12607,English,Madison County Department Social Services,2022-03-20T00:01:09.5112,-75.707422,43.080383
36,053,0500000US36053,36053,2599,Required,2020-01-10T19:32:38.357001,02 FEB 2022 - 15 APR 2022,"459 Main St.
Oneida, NY 13421
315-684-3001
Volunteer Prepared Taxes",,10946,English,Oneida Public Library - TCE,2022-03-20T00:01:09.528924,-75.646339,43.08594
72,151,0500000US72151,72151,7289,Not Required,2022-02-27T00:01:40.002099,16 FEB 2022 - 18 APR 2022,"Municipality of Yabucoa
Calle Catalina Morales
Yabucoa, PR 00767
939-940-6759
Self-Prep Taxes Only","MON 8:00AM-4:30PM
TUE 8:00AM-4:30PM
WED 8:00AM-4:30PM
THU 8:00AM-4:30PM
FRI 8:00AM-4:30PM",31305,"Spanish,English",Municipality of Yabucoa - FSA,2022-03-20T00:01:15.032382,-65.896408,18.070502
12,105,0500000US12105,12105,4183,Not Required,2020-02-25T16:47:07.613224,28 JAN 2022 - 18 APR 2022,"608 1st Avenue
Waverly, FL 33877
Volunteer Prepared Taxes","TUE 11:00AM-5:00PM
WED 11:00AM-5:00PM
THU 11:00AM-5:00PM
SAT 11:00AM-5:00PM",5817,"English,Spanish,Virtual Interpreter Services",PPC - Greater Macedonia Church Ministries Inc,2022-03-20T00:01:09.176467,-81.613964,27.978606
12,105,0500000US12105,12105,7004,Not Required,2022-01-23T00:00:55.526366,05 FEB 2022 - 02 APR 2022,"111 Lake Hollingsworth Drive
Becker Business Building
Lakeland, FL 33801
Volunteer Prepared Taxes","FRI 10:00AM-12:00PM
SAT 1:00PM-3:00PM",29703,English,UWCF - Florida Southern College,2022-03-20T00:01:08.005116,-81.943753,28.029881
12,105,0500000US12105,12105,2537,Not Required,2020-01-10T19:32:37.781411,28 JAN 2022 - 08 APR 2022,"111 N 6th Street
Haines City, FL 33844
Volunteer Prepared Taxes",FRI 10:00AM-3:00PM,22708,"English,Spanish",UWCF-Haines City Library,2022-03-20T00:01:08.986963,-81.627878,28.045556
12,105,0500000US12105,12105,7006,Not Required,2022-01-23T00:00:55.73328,04 FEB 2022 - 08 APR 2022,"135 Ave Y NE
Winter Haven, FL 33881
Volunteer Prepared Taxes",FRI 11:00AM-4:00PM,29607,English,PPC - Wilfred Smith Resource Center,2022-03-20T00:01:08.544168,-81.725515,28.049466
12,105,0500000US12105,12105,2436,Not Required,2020-01-10T19:32:36.890791,24 JAN 2022 - 04 APR 2022,"1725 Martin Luther King Jr Ave
Lakeland, FL 33805
Volunteer Prepared Taxes",MON 10:00AM-3:30PM,22709,"English,Spanish",UWCF-Larry R Jackson Library,2022-03-20T00:01:07.924003,-81.961485,28.06885
12,105,0500000US12105,12105,7000,Required,2022-01-23T00:00:55.4263,31 JAN 2022 - 07 APR 2022,"2020 Kathleen Road
Lakeland, FL 33810
863-853-2214
Self-Prep Taxes Only",,29702,English,UWCF - Salvation Army FSA,2022-03-20T00:01:07.819043,-81.994317,28.080607
45,087,0500000US45087,45087,4028,Required,2020-02-25T16:47:03.646616,02 FEB 2022 - 13 APR 2022,"318 West South Street
Union, SC 29379
864-582-2975
Volunteer Prepared Taxes",,5844,English,Union County VITA (Mobile),2022-03-20T00:01:03.793903,-81.628342,34.711458
17,183,0500000US17183,17183,4990,Required,2021-02-14T00:00:29.277383,01 FEB 2022 - 13 APR 2022,"309 N. Franklin
Danville, IL 61832
217-443-2999
Volunteer Prepared Taxes",,28525,English,CRIS - Healthy-Aging Center Vermilion County,2022-03-20T00:00:56.479371,-87.632707,40.1291
17,197,0500000US17197,17197,7158,Required,2022-02-06T00:00:48.822528,31 JAN 2022 - 18 APR 2022,"175 W Jefferson
Joliet, IL 60432
815-726-4781
Volunteer Prepared Taxes",,29923,"English,Spanish",Joliet Township Government,2022-03-20T00:00:55.815342,-88.085412,41.524907
17,197,0500000US17197,17197,3682,Not Required,2020-02-25T16:46:56.236816,31 JAN 2022 - 15 APR 2022,"2455 Glenwood Avenue
Joliet, IL 60435
Volunteer Prepared Taxes","MON 9:00AM-3:00PM
TUE 9:00AM-7:00PM
WED 9:00AM-7:00PM
THU 9:00AM-7:00PM
FRI 9:00AM-3:00PM
SAT 8:00AM-12:00PM",15539,"English,Spanish",Will County Center for Community Concerns,2022-03-20T00:00:55.749327,-88.142184,41.529459
17,197,0500000US17197,17197,3678,Required,2020-02-25T16:46:56.188124,29 JAN 2022 - 09 APR 2022,"15014 S. Des Plaines St.
Plainfield, IL 60544
312-588-6900
Volunteer Prepared Taxes",,2033,"English,Spanish",TAP Plainfield Township Community Center,2022-03-20T00:00:55.702941,-88.205159,41.609707
18,083,0500000US18083,18083,1391,Required,2020-01-10T19:32:28.090875,01 FEB 2022 - 14 APR 2022,"1548 S Hart St Rd
Vincennes, IN 47591
812-888-5880
Volunteer Prepared Taxes",,4064,English,Community United Methodist Church,2022-03-20T00:00:56.642811,-87.443463,38.596801
38,085,0500000US38085,38085,721,Required,2020-01-10T19:32:22.331131,03 FEB 2022 - 08 APR 2022,"9299 Hwy 24
Fort Yates, ND 58538
701-854-8122
Volunteer Prepared Taxes",,7172,English,Sitting Bull College VITA,2022-03-20T00:00:49.262827,-100.680287,46.138379
39,113,0500000US39113,39113,4851,Required,2021-01-31T00:00:26.321873,31 JAN 2022 - 13 APR 2022,"425 North Findlay Street
Return visit may be required
Dayton, OH 45404
937-252-5700
Volunteer Prepared Taxes",,15755,English,The Life Enrichment Center,2022-03-20T00:00:59.50095,-84.159084,39.771908
39,113,0500000US39113,39113,1700,Not Required,2020-01-10T19:32:30.739927,26 JAN 2022 - 14 APR 2022,"2410 Philadelphia Drive
Dayton, OH 45406
937-263-4923
Volunteer Prepared Taxes","WED 10:00AM-3:30PM
THU 10:00AM-3:30PM
FRI 10:00AM-3:30PM",9103,English,Northwest Branch Library,2022-03-20T00:00:59.429196,-84.235132,39.791067
48,141,0500000US48141,48141,706,Not Required,2020-01-10T19:32:22.214019,02 FEB 2022 - 13 APR 2022,"13100 Alameda Avenue
Clint, TX 79836
Volunteer Prepared Taxes",WED 4:30PM-7:00PM,27044,"English,Spanish",Clint Early College Academy,2022-03-20T00:00:49.089769,-106.232637,31.58704
48,141,0500000US48141,48141,703,Not Required,2020-01-10T19:32:22.190609,16 FEB 2022 - 13 APR 2022,"10150 Alameda Ave.
El Paso, TX 79927
Volunteer Prepared Taxes","MON 5:00PM-7:00PM
WED 5:00PM-7:00PM",25722,"English,Spanish",Socorro High School,2022-03-20T00:00:49.054537,-106.295488,31.660201
48,141,0500000US48141,48141,6877,Not Required,2022-01-23T00:00:43.403052,15 FEB 2022 - 14 APR 2022,"10700 Gateway Blvd E
El Paso, TX 79927
Volunteer Prepared Taxes","TUE 5:00PM-7:00PM
THU 5:00PM-7:00PM",29775,"English,Spanish",Mission Early College,2022-03-20T00:00:49.063273,-106.26159,31.680606
48,141,0500000US48141,48141,707,Not Required,2020-01-10T19:32:22.221843,02 FEB 2022 - 13 APR 2022,"14651 Horizon Blvd.
El Paso, TX 79928
Volunteer Prepared Taxes",WED 4:00PM-7:00PM,26988,"English,Spanish",Horizon High School,2022-03-20T00:00:49.098397,-106.169676,31.682727
48,141,0500000US48141,48141,699,Not Required,2020-01-10T19:32:22.159694,31 JAN 2022 - 15 APR 2022,"9180 B Socorro Road
El Paso, TX 79907
Volunteer Prepared Taxes","MON 9:30AM-10:30AM
TUE 9:30AM-10:30AM
WED 9:30AM-10:30AM
THU 9:30AM-10:30AM",1520,"English,Spanish",Ysleta Del Sur Pueblo,2022-03-20T00:00:49.018325,-106.324974,31.688065
48,141,0500000US48141,48141,701,Not Required,2020-01-10T19:32:22.175087,30 JAN 2022 - 14 APR 2022,"950 Bordeaux Drive
El Paso, TX 79907
Volunteer Prepared Taxes","TUE 4:00PM-6:00PM
THU 4:00PM-6:00PM",23310,"English,Spanish",Del Valle High School,2022-03-20T00:00:49.036156,-106.297483,31.693871
48,141,0500000US48141,48141,3392,Not Required,2020-02-25T16:46:50.232794,15 FEB 2022 - 13 APR 2022,"13000 Emerald Pass Avenue
El Paso, TX 79928
Volunteer Prepared Taxes","TUE 5:00PM-7:00PM
THU 5:00PM-7:00PM",26985,"English,Spanish",Eastlake High School,2022-03-20T00:00:49.071969,-106.225602,31.69733
48,141,0500000US48141,48141,698,Not Required,2020-01-10T19:32:22.151845,01 FEB 2022 - 12 APR 2022,"8825 North Loop Dr
Ste 122
El Paso, TX 79907
Volunteer Prepared Taxes","TUE 2:00PM-6:00PM
SAT 9:00AM-12:00PM",20708,"English,Spanish",Lower Valley North Loop WS Center,2022-03-20T00:00:49.009452,-106.318499,31.706056
48,141,0500000US48141,48141,700,Not Required,2020-01-10T19:32:22.167332,15 FEB 2022 - 14 APR 2022,"12101 Pellicano Drive
El Paso, TX 79936
Volunteer Prepared Taxes","TUE 5:00PM-7:00PM
THU 5:00PM-7:00PM",25720,"English,Spanish",Americas High School,2022-03-20T00:00:49.0273,-106.278706,31.729681
48,141,0500000US48141,48141,3389,Not Required,2020-02-25T16:46:50.161663,07 FEB 2022 - 11 APR 2022,"731 N. Yarbrough Drive
El Paso, TX 79915
Volunteer Prepared Taxes",MON 4:00PM-7:00PM,27058,"English,Spanish",Bel Air High School,2022-03-20T00:00:48.991521,-106.345936,31.747122
48,141,0500000US48141,48141,7094,Not Required,2022-01-30T00:00:51.25738,29 JAN 2022 - 09 APR 2022,"801 S Florence St
El Paso, TX 79901
Volunteer Prepared Taxes",SAT 9:00AM-3:00PM,29711,"English,Spanish",Boys and Girls Club of El Paso,2022-03-20T00:00:48.929113,-106.480894,31.753041
48,141,0500000US48141,48141,690,Not Required,2020-01-10T19:32:22.086037,01 FEB 2022 - 14 APR 2022,"900 South Cotton
El Paso, TX 79901
Volunteer Prepared Taxes","TUE 1:00PM-4:00PM
THU 1:00PM-4:00PM
SAT 9:00AM-12:00PM",26063,"English,Spanish",Guillen Annex EPISD,2022-03-20T00:00:48.937846,-106.473695,31.754239
48,141,0500000US48141,48141,688,Required,2020-01-10T19:32:22.0704,02 FEB 2022 - 15 APR 2022,"901 E San Antonio Ave
El Paso, TX 79901
915-747-3224
Volunteer Prepared Taxes",,26593,"English,Spanish","Consulate General of Mexico- El Paso, TX - Adhoc",2022-03-20T00:00:48.918638,-106.480689,31.759714
48,141,0500000US48141,48141,693,Not Required,2020-01-10T19:32:22.110232,30 JAN 2022 - 15 APR 2022,"1220 Wedgewood Dr
Ste. 2
El Paso, TX 79925
Volunteer Prepared Taxes","MON 5:00PM-7:00PM
TUE 5:00PM-7:00PM
WED 5:00PM-7:00PM
THU 9:00AM-11:00AM
 5:00PM-7:00PM
SAT 9:00AM-3:00PM",20781,"English,Spanish",GECU VITA Site at Eastridge Plaza,2022-03-20T00:00:48.982665,-106.354412,31.761165
48,141,0500000US48141,48141,697,Not Required,2020-01-10T19:32:22.143532,15 FEB 2022 - 14 APR 2022,"12000 Montwood Drive
El Paso, TX 79936
Volunteer Prepared Taxes","TUE 5:00PM-7:00PM
THU 5:00PM-7:00PM",26983,"English,Spanish",Montwood High School,2022-03-20T00:00:49.000623,-106.319182,31.769064
48,141,0500000US48141,48141,692,Not Required,2020-01-10T19:32:22.102181,07 FEB 2022 - 11 APR 2022,"5001 El Paso Drive
Rm 1110
El Paso, TX 79905
Volunteer Prepared Taxes",MON 11:00AM-3:00PM,26981,"English,Spanish",Texas Tech University Health Science Center - Jefferson High School,2022-03-20T00:00:48.964943,-106.431539,31.769843
48,141,0500000US48141,48141,4714,Not Required,2021-01-31T00:00:18.920242,28 JAN 2022 - 15 APR 2022,"500 W University
El Paso, TX 79902
Volunteer Prepared Taxes",FRI 1:00PM-4:00PM,29002,"English,Spanish",GECU Terrace at UTEP,2022-03-20T00:00:48.872147,-106.504151,31.770645
48,141,0500000US48141,48141,4715,Not Required,2021-01-31T00:00:18.97145,01 FEB 2022 - 12 APR 2022,"4700 Alameda Ave
El Paso, TX 79905
Volunteer Prepared Taxes",TUE 4:30PM-6:30PM,29286,"English,Spanish",Jefferson High School Library,2022-03-20T00:00:48.956187,-106.435234,31.770929
48,141,0500000US48141,48141,691,Not Required,2020-01-10T19:32:22.094411,02 FEB 2022 - 15 APR 2022,"3607 Rivera Ave.
2nd Floor
El Paso, TX 79905
Volunteer Prepared Taxes",WED 9:00AM-1:00PM,1500,"English,Spanish",Project Vida,2022-03-20T00:00:48.947236,-106.450848,31.771284
48,141,0500000US48141,48141,687,Required,2020-01-10T19:32:22.062278,07 FEB 2022 - 13 APR 2022,"2229 E. Yandell Dr.
El Paso, TX 79903
915-544-2215
Volunteer Prepared Taxes",,24263,"English,Spanish",Mountain Star FCU,2022-03-20T00:00:48.90888,-106.469392,31.777103
48,141,0500000US48141,48141,694,Required,2020-01-10T19:32:22.11828,07 FEB 2022 - 15 OCT 2022,"6801 Viscount Blvd
El Paso, TX 79925
915-774-2160
Volunteer Prepared Taxes",,4559,"English,Spanish",GECU Community Development,2022-03-20T00:00:48.973917,-106.390817,31.781867
48,141,0500000US48141,48141,702,Not Required,2020-01-10T19:32:22.18279,17 FEB 2022 - 14 APR 2022,"14400 Pebble Hills Blvd.
El Paso, TX 79938
Volunteer Prepared Taxes","MON 5:00PM-7:00PM
THU 5:00PM-7:00PM",25721,"English,Spanish",Pebble Hills High School,2022-03-20T00:00:49.045437,-106.218123,31.782038
48,141,0500000US48141,48141,704,Not Required,2020-01-10T19:32:22.198448,02 FEB 2022 - 13 APR 2022,"14964 Greg Drive
El Paso, TX 79938
Volunteer Prepared Taxes",WED 4:30PM-7:00PM,26990,"English,Spanish",Mountain View High School,2022-03-20T00:00:49.080874,-106.159267,31.798164
48,141,0500000US48141,48141,686,Not Required,2020-01-10T19:32:22.05391,01 FEB 2022 - 12 APR 2022,"3506 Fillmore Ave
El Paso, TX 79930
Volunteer Prepared Taxes","TUE 9:00AM-11:00AM
 1:00PM-3:00PM",16907,"English,Spanish",Mi Comunidad Center,2022-03-20T00:00:48.899801,-106.452152,31.817425
48,141,0500000US48141,48141,3387,Not Required,2020-02-25T16:46:50.082056,03 FEB 2022 - 14 APR 2022,"9465 Roanoke Drive
El Paso, TX 79904
915-774-2160
Volunteer Prepared Taxes",THU 4:30PM-7:30PM,27672,"English,Spanish",Irvin High School,2022-03-20T00:00:48.891134,-106.412756,31.879491
48,141,0500000US48141,48141,685,Not Required,2020-01-10T19:32:22.046174,01 FEB 2022 - 14 APR 2022,"5509 Will Ruth Avenue
El Paso, TX 79924
915-755-9622
Volunteer Prepared Taxes","MON 8:30AM-2:00PM
TUE 8:30AM-2:00PM
WED 8:30AM-2:00PM
THU 8:30AM-2:00PM
FRI 8:30AM-2:00PM",4555,"Spanish,English",Bowling Family YMCA,2022-03-20T00:00:48.88216,-106.41264,31.886086
48,141,0500000US48141,48141,4966,Not Required,2021-02-07T00:00:23.104318,31 JAN 2022 - 12 APR 2022,"4521 Cohen
El Paso, TX 79924
Volunteer Prepared Taxes",MON 5:00PM-7:00PM,29284,"English,Spanish",GECU Cohen Branch,2022-03-20T00:00:48.863396,-106.439906,31.892691
48,419,0500000US48419,48419,6802,Not Required,2022-01-09T00:00:41.626981,01 JAN 2022 - 15 APR 2022,"1233 Tenaha St.
Suite C
Center, TX 75935
Volunteer Prepared Taxes","MON 10:00AM-2:00PM
TUE 10:00AM-2:00PM
WED 10:00AM-2:00PM
THU 10:00AM-2:00PM
FRI 10:00AM-2:00PM",28432,English,Center- Goodwill ETX,2022-03-20T00:00:53.427821,-94.19169,31.809243
72,049,0500000US72049,72049,7291,Required,2022-02-27T00:01:40.029195,21 FEB 2022 - 18 APR 2022,"Mujeres de Islas
Carretera 250
Culebra, PR 00775
787-741-3436
Self-Prep Taxes Only",,31363,"Spanish,English",Mujeres de Islas FSA,2022-03-20T00:01:15.050071,-65.300754,18.303331
72,055,0500000US72055,72055,7279,Required,2022-02-27T00:01:39.881456,21 FEB 2022 - 18 APR 2022,"Municipio de Guanica
Carr 333 KM 0.3
Guanica, PR 00653
787-821-2777
Self-Prep Taxes Only",,31401,"Spanish,English",Alcaldia Guanica FSA,2022-03-20T00:01:14.860779,-66.906846,17.971449
39,095,0500000US39095,39095,7126,Required,2022-01-30T00:01:02.626857,03 FEB 2022 - 14 APR 2022,"505 Hamilton Street
Toledo, OH 43604
419-246-4636
Volunteer Prepared Taxes",,29301,English,Pathway,2022-03-20T00:00:59.803567,-83.554141,41.64365
39,095,0500000US39095,39095,7128,Required,2022-01-30T00:01:02.680594,01 FEB 2022 - 12 APR 2022,"704 2nd Street
Toledo, OH 43605
419-246-4636
Volunteer Prepared Taxes",,29356,English,Neighborworks,2022-03-20T00:00:59.840631,-83.52122,41.647895
39,095,0500000US39095,39095,3906,Required,2020-02-25T16:47:00.507069,29 JAN 2022 - 16 APR 2022,"325 Michigan Street (Main Library)
Toledo, OH 43604
419-246-4636
Volunteer Prepared Taxes",,8111,English,United Way of Greater Toledo,2022-03-20T00:00:59.81274,-83.539477,41.654004
39,095,0500000US39095,39095,7125,Required,2022-01-30T00:01:02.612702,02 FEB 2022 - 13 APR 2022,"2149 Collingwood Blvd.
Toledo, OH 43620
419-246-4636
Volunteer Prepared Taxes",,29355,English,Lutheran Social Services,2022-03-20T00:00:59.794475,-83.555029,41.663024
17,143,0500000US17143,17143,3635,Not Required,2020-02-25T16:46:55.366645,29 JAN 2022 - 09 APR 2022,"2605 West Krause Avenue
Peoria, IL 61605
Volunteer Prepared Taxes","MON 2:00PM-6:00PM
SAT 9:00AM-1:00PM",13225,"English,Spanish",METEC Resource Center,2022-03-20T00:00:54.967397,-89.634519,40.666789
47,143,0500000US47143,47143,1758,Required,2020-01-10T19:32:31.224179,04 FEB 2022 - 25 MAR 2022,"229 Front Street
Spring City, TN 37381
423-406-2220
Volunteer Prepared Taxes",,9751,English,Spring City VITA Site,2022-03-20T00:00:59.868505,-84.862013,35.691666
21,019,0500000US21019,21019,1896,Required,2020-01-10T19:32:32.373135,01 FEB 2022 - 15 APR 2022,"1539 Greenup Ave
5th Floor
Ashland, KY 41101
606-920-2037
Volunteer Prepared Taxes",,1000,English,Kdr - Ashland,2022-03-20T00:01:01.204687,-82.639572,38.47992
50,021,0500000US50021,50021,2930,Required,2020-01-10T19:32:41.059693,01 FEB 2022 - 14 APR 2022,"45 Union Street
Volunteer prepared
Rutland, VT 05701
802-775-0878
Volunteer Prepared Taxes",,10027,English,BROC Community Action,2022-03-20T00:01:12.533934,-72.983351,43.605382
51,153,0500000US51153,51153,2449,Required,2020-01-10T19:32:37.010217,31 JAN 2022 - 11 APR 2022,"13370 Minnieville Rd
Woodbridge, VA 22193
703-533-5702
Volunteer Prepared Taxes",,23257,English,Prince William Virginia Career Works,2022-03-20T00:01:08.119945,-77.301219,38.65884
53,011,0500000US53011,53011,7153,Required,2022-02-06T00:00:42.225204,01 FEB 2022 - 16 APR 2022,"12217 NE Hwy 99
Mobile Site
Vancouver, WA 98686
360-230-8030
Volunteer Prepared Taxes",,29672,"English,Chinese,Virtual Interpreter Services",Ren Locus,2022-03-20T00:00:46.210713,-122.715304,45.720292
53,011,0500000US53011,53011,7071,Required,2022-01-30T00:00:48.630633,15 FEB 2022 - 16 APR 2022,"14204 NE Salmon Creek
Vancouver, WA 98686
360-592-3859
Self-Prep Taxes Only",,29189,English,VITA Washington State Unversity Vancouver (WSUV),2022-03-20T00:00:46.219573,-122.63285,45.724763
12,087,0500000US12087,12087,4262,Not Required,2020-02-25T16:47:09.635674,24 JAN 2022 - 18 APR 2022,"626 Josephine Parker Drive
Suite 201
Key West, FL 33040
Volunteer Prepared Taxes","MON 9:00AM-5:00PM
TUE 9:00AM-5:00PM
WED 9:00AM-5:00PM
THU 9:00AM-5:00PM
FRI 9:00AM-5:00PM
SAT 9:00AM-12:00PM",25042,"English,Spanish",United Way of Collier and the Keys - Monroe,2022-03-20T00:01:10.78751,-81.801528,24.554492
08,047,0500000US08047,08047,7212,Required,2022-02-27T00:01:23.377473,15 FEB 2022 - 05 APR 2022,"15131 Hwy 119
Black Hawk, CO 80422
720-221-8354
Volunteer Prepared Taxes",,31385,"English,Spanish",Benefits in Action ? Gilpin County,2022-03-20T00:00:48.256144,-105.493665,39.802197
18,113,0500000US18113,18113,1553,Required,2020-01-10T19:32:29.545111,01 FEB 2022 - 12 APR 2022,"221 S. Park Avenue
Kendallville, IN 46755
260-385-6598
Volunteer Prepared Taxes",,24850,English,CC-Kendallville Public Library,2022-03-20T00:00:58.217757,-85.254592,41.441978
13,077,0500000US13077,13077,1858,Required,2020-01-10T19:32:32.066776,18 JAN 2022 - 31 OCT 2022,"3121 E. Highway 34
Newnan, GA 30265
678-854-6839
Volunteer Prepared Taxes",,20375,"English,Spanish",Goodwill Newnan,2022-03-20T00:01:00.771178,-84.68143,33.4079
09,007,0500000US09007,09007,3026,Required,2020-01-10T19:32:41.876956,01 FEB 2022 - 15 APR 2022,"10 Killingworth Turnpike
Clinton, CT 06413
860-359-2090
Volunteer Prepared Taxes",,10538,English,Henry Carter Hull Library,2022-03-20T00:01:13.744417,-72.530031,41.291017
09,007,0500000US09007,09007,4468,Required,2020-02-25T16:47:12.75607,24 JAN 2022 - 18 APR 2022,"44 Hamlin Street
Middletown, CT 06457
800-203-1234
Volunteer Prepared Taxes",,8196,"English,Spanish",CRT- Middlesex Service Center,2022-03-20T00:01:13.681548,-72.652558,41.557162
09,007,0500000US09007,09007,3020,Required,2020-01-10T19:32:41.829299,02 FEB 2022 - 09 APR 2022,"654 Main St
Middletown, CT 06457
800-203-1234
Volunteer Prepared Taxes",,8194,English,NEAT,2022-03-20T00:01:13.672733,-72.65236,41.564915
09,007,0500000US09007,09007,3021,Required,2020-01-10T19:32:41.837217,08 FEB 2022 - 07 APR 2022,"25 Industrial Park Rd
Middletown, CT 06457
800-203-1234
Volunteer Prepared Taxes",,8195,English,MARC,2022-03-20T00:01:13.619006,-72.71627,41.584568
45,075,0500000US45075,45075,2211,Not Required,2020-01-10T19:32:35.000047,04 FEB 2022 - 08 APR 2022,"2570 Saint Matthews Road
Orangeburg, SC 29118
Volunteer Prepared Taxes",FRI 10:00AM-4:00PM,24435,English,Orangeburg Council on Aging,2022-03-20T00:01:05.297922,-80.844455,33.533299
25,013,0500000US25013,25013,4465,Required,2020-02-25T16:47:12.725879,22 JAN 2022 - 19 APR 2022,"721 State St.
Springfield, MA 01109
413-263-6500
Volunteer Prepared Taxes",,10965,"Spanish,English",Springfield Partners for Community Action,2022-03-20T00:01:13.654545,-72.568028,42.110397
25,013,0500000US25013,25013,3009,Required,2020-01-10T19:32:41.725941,31 JAN 2022 - 13 MAY 2022,"35 Mount Carmel Ave
2nd Floor
Chicopee, MA 01013
413-612-0216
Volunteer Prepared Taxes",,24790,"English,Spanish",Valley Opportunity Council,2022-03-20T00:01:13.518512,-72.607151,42.188736
44,007,0500000US44007,44007,3061,Required,2020-01-10T19:32:42.218855,31 JAN 2022 - 18 APR 2022,"311 Doric Ave
Cranston, RI 02910
401-467-7013
Volunteer Prepared Taxes",,9332,"Spanish,English",Comprehensive Community Action,2022-03-20T00:01:14.164825,-71.426853,41.776606
44,007,0500000US44007,44007,3057,Required,2020-01-10T19:32:42.158552,25 JAN 2022 - 14 APR 2022,"620 Potter Ave
Providence, RI 02907
401-781-6110
Volunteer Prepared Taxes",,24579,"English,Spanish,Portuguese",The Genesis Center,2022-03-20T00:01:14.084317,-71.429961,41.802267
44,007,0500000US44007,44007,3063,Not Required,2020-01-10T19:32:42.235188,28 JAN 2022 - 15 APR 2022,"691 Broad Street
Providence, RI 02907
Volunteer Prepared Taxes",FRI 9:30AM-2:30PM,9327,"English,Spanish",CAPP Elmwood Community Center,2022-03-20T00:01:14.14988,-71.419627,41.805245
44,007,0500000US44007,44007,3059,Required,2020-01-10T19:32:42.174941,31 JAN 2022 - 12 MAY 2022,"270 Elmwood Ave
Providence, RI 02907
401-274-8811
Volunteer Prepared Taxes",,9329,"English,Spanish,Portuguese,Vietnamese",Center for Southeast Asians,2022-03-20T00:01:14.106347,-71.425194,41.8053
